date	post_id	title	url	text_chars	file	kind
2013-11-13	5082	Everyday Postgres: Tuning a brand-new server (the 10-minute edition)	https://www.chesnok.com/daily/2013/11/13/everyday-postgres-tuning-a-brand-new-server-the-10-minute-edition/	2060	by/2013--everyday-postgres-tuning-a-brand-new-server-the-10-minute-ed.md	post
2013-11-12	5068	Everyday Postgres: How I write queries using psql: Common Table Expressions	https://www.chesnok.com/daily/2013/11/12/how-i-write-queries-using-psql-ctes/	6115	by/2013--how-i-write-queries-using-psql-ctes.md	post
2013-11-06	5058	Everyday Postgres: Top 10 psql ‘\’ commands I use	https://www.chesnok.com/daily/2013/11/06/top-10-psql-commands-i-use/	3455	by/2013--top-10-psql-commands-i-use.md	post
2013-11-05	5051	Eliminating duplicate code: our backfill functions for Socorro	https://www.chesnok.com/daily/2013/11/05/eliminating-duplicate-code-our-backfill-functions-for-socorro/	2258	by/2013--eliminating-duplicate-code-our-backfill-functions-for-socorr.md	post
2013-11-04	5046	JOINing against VIEWs can be harmful	https://www.chesnok.com/daily/2013/11/04/joining-against-views-can-be-harmful/	7533	by/2013--joining-against-views-can-be-harmful.md	post
2013-10-18	5027	VPN Problems and Ubuntu: killing off the dnsmasq zombie	https://www.chesnok.com/daily/2013/10/18/vpn-problems-and-ubuntu-killing-off-the-dnsmasq-zombie/	4522	by/2013--vpn-problems-and-ubuntu-killing-off-the-dnsmasq-zombie.md	post
2013-10-13	5022	An experiment in attention	https://www.chesnok.com/daily/2013/10/13/an-experiment-in-attention/	2919	by/2013--an-experiment-in-attention.md	post
2013-08-26	5011	Fancy SQL Monday: format() instead of quote_*()	https://www.chesnok.com/daily/2013/08/26/fancy-sql-monday-format-instead-of-quote_/	2040	by/2013--fancy-sql-monday-format-instead-of-quote.md	post
2013-08-16	4963	Catalog SQL Friday: using DO when we’ve got tables as variables	https://www.chesnok.com/daily/2013/08/16/catalog-sql-friday-using-do-when-weve-got-tables-as-variables/	2378	by/2013--catalog-sql-friday-using-do-when-weve-got-tables-as-variable.md	post
2013-08-09	4986	Why I gave $1024 to the Ada Initiative	https://www.chesnok.com/daily/2013/08/09/why-i-gave-1024-to-the-ada-initiative/	3825	by/2013--why-i-gave-1024-to-the-ada-initiative.md	post
2013-08-06	4888	Using JSON data type in production with Socorro	https://www.chesnok.com/daily/2013/08/06/using-json-data-type-in-production-with-socorro/	3728	by/2013--using-json-data-type-in-production-with-socorro.md	post
2013-08-05	4964	Fancy SQL Monday: Why use OVER() instead of a CROSS JOIN?	https://www.chesnok.com/daily/2013/08/05/why-use-over-instead-of-a-cross-join/	5612	by/2013--why-use-over-instead-of-a-cross-join.md	post
2013-08-01	4960	Speaking at the Cash Music Summit today	https://www.chesnok.com/daily/2013/08/01/speaking-at-the-cash-music-summit-today/	1279	by/2013--speaking-at-the-cash-music-summit-today.md	post
2013-07-25	4920	What I mean when I talk about collaboration with teachers: part I	https://www.chesnok.com/daily/2013/07/25/what-i-mean-when-i-talk-about-collaboration-with-teachers-part-i/	12771	by/2013--what-i-mean-when-i-talk-about-collaboration-with-teachers-pa.md	post
2013-07-24	4916	What Open Source developers can do for teachers: volunteer to speak in a classroom	https://www.chesnok.com/daily/2013/07/24/what-open-source-developers-can-do-for-teachers-volunteer-to-speak-in-a-classroom/	2220	by/2013--what-open-source-developers-can-do-for-teachers-volunteer-to.md	post
2013-07-02	4891	A practical guide to using Alembic	https://www.chesnok.com/daily/2013/07/02/a-practical-guide-to-using-alembic/	7031	by/2013--a-practical-guide-to-using-alembic.md	post
2013-06-26	4884	Why give credit to reviewers?	https://www.chesnok.com/daily/2013/06/26/giving-credit-to-reviewers/	3852	by/2013--giving-credit-to-reviewers.md	post
2013-06-24	4858	AdaCamp Day 2: Welcoming hackerspaces, Being Feminine in Tech and messing around with IR LEDs	https://www.chesnok.com/daily/2013/06/24/adacamp-day-2-welcoming-hackerspaces-being-feminine-in-tech-and-messing-around-with-ir-leds/	5949	by/2013--adacamp-day-2-welcoming-hackerspaces-being-feminine-in-tech-.md	post
2013-06-09	4866	AdaCamp day 1: Allies workshop, OPW, The likeability paradox and depression/activism	https://www.chesnok.com/daily/2013/06/09/adacamp-day-1-allies-workshop-opw-the-likeability-paradox-and-depressionactivism/	5463	by/2013--adacamp-day-1-allies-workshop-opw-the-likeability-paradox-an.md	post
2013-06-08	4857	At AdaCamp this weekend – reception & plotting for the imposter syndrome workshop	https://www.chesnok.com/daily/2013/06/08/at-adacamp-this-weekend-reception-plotting-for-the-imposter-syndrome-workshop/	3037	by/2013--at-adacamp-this-weekend-reception-plotting-for-the-imposter-.md	post
2013-05-31	4849	More about JavaScript and PostgreSQL	https://www.chesnok.com/daily/2013/05/31/more-about-javascript-and-postgresql/	2014	by/2013--more-about-javascript-and-postgresql.md	post
2013-05-31	4828	JSON, PLV8 and Postgres 9.3	https://www.chesnok.com/daily/2013/05/31/json-plv8-and-postgres-9-3/	1657	by/2013--json-plv8-and-postgres-9-3.md	post
2013-05-24	4816	The People of Postgres: Tom Lane	https://www.chesnok.com/daily/2013/05/24/the-people-of-postgres-tom-lane/	3227	by/2013--the-people-of-postgres-tom-lane.md	post
2013-05-20	4808	Distributed databases: a series of posts including 2-phase commit in Postgres	https://www.chesnok.com/daily/2013/05/20/distributed-databases-a-series-of-posts-including-2-phase-commit-in-postgres/	717	by/2013--distributed-databases-a-series-of-posts-including-2-phase-co.md	post
2013-05-17	4761	Migrations with Alembic: a lightspeed tour	https://www.chesnok.com/daily/2013/05/17/migrations-with-alembic-a-lightspeed-tour/	1529	by/2013--migrations-with-alembic-a-lightspeed-tour.md	post
2013-05-10	4793	TIL: Formatting, search_path and colorcolumn	https://www.chesnok.com/daily/2013/05/10/til-formatting-search_path-and-colorcolumn/	2665	by/2013--til-formatting-search-path-and-colorcolumn.md	post
2013-04-25	4760	Keynote at OSDC.tw: What Beginners Teach Us	https://www.chesnok.com/daily/2013/04/25/keynote-at-osdc-tw-what-beginners-teach-us/	3306	by/2013--keynote-at-osdc-tw-what-beginners-teach-us.md	post
2013-04-04	4744	PostgreSQL security releases now available: versions 9.2.4, 9.1.9, 9.0.13 and 8.4.17	https://www.chesnok.com/daily/2013/04/04/postgresql-security-releases-now-available-versions-9-2-4-9-1-9-9-0-13-and-8-4-17/	2173	by/2013--postgresql-security-releases-now-available-versions-9-2-4-9-.md	post
2013-04-04	4742	Tech literacy and learning to code for girls in middle and high school in Portland, OR	https://www.chesnok.com/daily/2013/04/04/tech-literacy-and-learning-to-code-for-girls-in-middle-and-high-school-in-portland-or/	950	by/2013--tech-literacy-and-learning-to-code-for-girls-in-middle-and-h.md	post
2013-03-11	4715	Remember the tekpub Postgres videocast?	https://www.chesnok.com/daily/2013/03/11/remember-the-tekpub-postgres-videocast/	391	by/2013--remember-the-tekpub-postgres-videocast.md	post
2013-03-10	4716	About high school computer science teachers	https://www.chesnok.com/daily/2013/03/10/about-high-school-computer-science-teachers/	3439	by/2013--about-high-school-computer-science-teachers.md	post
2013-02-23	4661	Why PyLadies?	https://www.chesnok.com/daily/2013/02/23/why-pyladies/	3299	by/2013--why-pyladies.md	post
2013-02-23	4657	Recent talks: How to get a job like mine, Command-line essentials, Restore FTW	https://www.chesnok.com/daily/2013/02/23/recent-talks-how-to-get-a-job-like-mine-command-line-essentials-restore-ftw/	1720	by/2013--recent-talks-how-to-get-a-job-like-mine-command-line-essenti.md	post
2013-02-09	4646	WebTools workweek, start of a symbols database, Kasturba Ghandi	https://www.chesnok.com/daily/2013/02/09/webtools-workweek-start-of-a-symbols-database-kasturba-ghandi/	5070	by/2013--webtools-workweek-start-of-a-symbols-database-kasturba-ghand.md	post
2013-01-20	4582	Setting up HBase for Socorro	https://www.chesnok.com/daily/2013/01/20/setting-up-hbase-for-socorro/	5036	by/2013--setting-up-hbase-for-socorro.md	post
2013-01-18	4599	Abstract for PSU Tech Talk, Feb 1, 4pm	https://www.chesnok.com/daily/2013/01/18/abstract-for-psu-tech-talk-feb-1-4pm/	1385	by/2013--abstract-for-psu-tech-talk-feb-1-4pm.md	post
2013-01-18	4593	Updates on my Lenovo X230 situation: Skype, screencap work; Vidyo not so much	https://www.chesnok.com/daily/2013/01/18/updates-on-my-lenovo-x230-situation-skype-screencap-work-vidyo-not-so-much/	1672	by/2013--updates-on-my-lenovo-x230-situation-skype-screencap-work-vid.md	post
2013-01-14	4581	Current status: little victories	https://www.chesnok.com/daily/2013/01/14/current-status-little-victories/	3976	by/2013--current-status-little-victories.md	post
2012-11-16	4528	Code review for the new PyLadies in your life	https://www.chesnok.com/daily/2012/11/16/code-review-for-the-new-pyladies-in-your-life/	4140	by/2012--code-review-for-the-new-pyladies-in-your-life.md	post
2012-11-13	4501	A mostly working Lenovo x230 running Ubuntu and Gnome3: Two weeks later	https://www.chesnok.com/daily/2012/11/13/a-mostly-working-lenovo-x230-running-ubuntu-and-gnome3-two-weeks-later/	5930	by/2012--a-mostly-working-lenovo-x230-running-ubuntu-and-gnome3-two-w.md	post
2012-11-13	4489	A rosetta stone for Mac OS X installers for PostgreSQL	https://www.chesnok.com/daily/2012/11/13/a-rosetta-stone-for-mac-os-x-installers-for-postgresql/	1154	by/2012--a-rosetta-stone-for-mac-os-x-installers-for-postgresql.md	post
2012-10-30	4478	Save the Ada Initiative	https://www.chesnok.com/daily/2012/10/30/save-the-ada-initiative/	2352	by/2012--save-the-ada-initiative.md	post
2012-09-22	4467	Wrapping up Postgres Open, new job, shift away from twitter	https://www.chesnok.com/daily/2012/09/22/wrapping-up-postgres-open-new-job-shift-away-from-twitter/	1477	by/2012--wrapping-up-postgres-open-new-job-shift-away-from-twitter.md	post
2012-09-08	4431	Feminist reading: Creating a wiki page, reading	https://www.chesnok.com/daily/2012/09/08/feminist-reading-creating-a-wiki-page-reading/	2362	by/2012--feminist-reading-creating-a-wiki-page-reading.md	post
2012-09-06	4409	What features do developers get excited about in Postgres?	https://www.chesnok.com/daily/2012/09/06/what-features-do-developers-get-excited-about-in-postgres/	1419	by/2012--what-features-do-developers-get-excited-about-in-postgres.md	post
2012-09-05	4410	While we’re here, let’s fix computer science education: DjangoCon keynote and resources	https://www.chesnok.com/daily/2012/09/05/while-were-here-lets-fix-computer-science-education-djangocon-keynote-and-resources/	2007	by/2012--while-were-here-lets-fix-computer-science-education-djangoco.md	post
2012-08-26	4401	FrOSCon: Mistakes were Made: Education Edition talk slides and notes	https://www.chesnok.com/daily/2012/08/26/froscon-mistakes-were-made-education-edition-talk-slides-and-notes/	27266	by/2012--froscon-mistakes-were-made-education-edition-talk-slides-and.md	post
2012-08-25	4378	Europe’s open source advantage	https://www.chesnok.com/daily/2012/08/25/europes-open-source-advantage/	3777	by/2012--europes-open-source-advantage.md	post
2012-08-15	4368	Submissions for Lightning Talks for Postgres Open being accepted	https://www.chesnok.com/daily/2012/08/15/submissions-for-lightning-talks-for-postgres-open-being-accepted/	932	by/2012--submissions-for-lightning-talks-for-postgres-open-being-acce.md	post
2012-08-15	4359	Giving back: “Career advice in less than 5 minutes”	https://www.chesnok.com/daily/2012/08/15/giving-back-career-advice-in-less-than-5-minutes/	1035	by/2012--giving-back-career-advice-in-less-than-5-minutes.md	post
2012-08-11	4349	LA Postgres first meeting is on for Tuesday, Aug 28!	https://www.chesnok.com/daily/2012/08/11/la-postgres-first-meeting-is-on-for-tuesday-aug-28/	1610	by/2012--la-postgres-first-meeting-is-on-for-tuesday-aug-28.md	post
2012-08-08	4341	Postgres Open 2012 schedule announced!	https://www.chesnok.com/daily/2012/08/08/postgres-open-2012-schedule-announced/	4893	by/2012--postgres-open-2012-schedule-announced.md	post
2012-08-06	4323	Los Angeles Meetup Group formed!	https://www.chesnok.com/daily/2012/08/06/los-angeles-meetup-group-formed/	604	by/2012--los-angeles-meetup-group-formed.md	post
2012-08-05	4317	Re-thinking “Mistakes were made”: free and open source software and teaching	https://www.chesnok.com/daily/2012/08/05/re-thinking-mistakes-were-made-free-and-open-source-software-and-teaching/	1443	by/2012--re-thinking-mistakes-were-made-free-and-open-source-software.md	post
2012-08-03	4290	Leveling up: handling conflict like a boss	https://www.chesnok.com/daily/2012/08/03/leveling-up-handling-conflict-like-a-boss/	7516	by/2012--leveling-up-handling-conflict-like-a-boss.md	post
2012-07-31	4283	Activism in a giant, hierarchical bureaucracy: Lessons from a consultant to the millitary	https://www.chesnok.com/daily/2012/07/31/activism-in-a-giant-hierarchical-bureaucracy-lessons-from-a-consultant-to-the-millitary/	1332	by/2012--activism-in-a-giant-hierarchical-bureaucracy-lessons-from-a-.md	post
2012-06-27	4272	Postgres Open CFP extended 1 week!	https://www.chesnok.com/daily/2012/06/27/postgres-open-cfp-extended-1-week/	464	by/2012--postgres-open-cfp-extended-1-week.md	post
2012-06-12	4228	Call for Presentations for Postgres Open 2012 is open	https://www.chesnok.com/daily/2012/06/12/call-for-presentations-for-postgres-open-2012-is-open/	3060	by/2012--call-for-presentations-for-postgres-open-2012-is-open.md	post
2012-05-30	4220	Registering as a Foreign Corporation in Virginia	https://www.chesnok.com/daily/2012/05/30/registering-as-a-foreign-corporation-in-virginia/	1905	by/2012--registering-as-a-foreign-corporation-in-virginia.md	post
2012-05-25	4199	Thoughts from Think Out Loud’s Women in Tech radio broadcast	https://www.chesnok.com/daily/2012/05/25/thoughts-from-think-out-louds-women-in-tech-radio-broadcast/	6083	by/2012--thoughts-from-think-out-louds-women-in-tech-radio-broadcast.md	post
2012-05-17	4154	Embedding and Checkmarkable: the Five Whys	https://www.chesnok.com/daily/2012/05/17/trying-out-the-five-whys-in-checkmarkable/	568	by/2012--trying-out-the-five-whys-in-checkmarkable.md	post
2012-05-11	4150	What I mean when I say I would like more women in the software industry	https://www.chesnok.com/daily/2012/05/11/what-i-mean-when-i-say-i-would-like-more-women-in-the-software-industry/	3610	by/2012--what-i-mean-when-i-say-i-would-like-more-women-in-the-softwa.md	post
2012-04-20	4127	Desire paths, habits and the power of observation	https://www.chesnok.com/daily/2012/04/20/desire-paths-habits-and-the-power-of-observation/	4715	by/2012--desire-paths-habits-and-the-power-of-observation.md	post
2012-04-16	4090	Wikipedia Edit-a-thon in Portland, April 21, 11-3pm, P-I-E	https://www.chesnok.com/daily/2012/04/16/wikipedia-edit-a-thon-in-portland-april-21-11-3pm-p-i-e/	1808	by/2012--wikipedia-edit-a-thon-in-portland-april-21-11-3pm-p-i-e.md	post
2012-04-11	4109	Who do you trust for business advice?	https://www.chesnok.com/daily/2012/04/11/who-do-you-trust-for-business-advice/	3835	by/2012--who-do-you-trust-for-business-advice.md	post
2012-04-09	4094	Facebook acquires Instagram (and a Postgres cluster) for $1billion	https://www.chesnok.com/daily/2012/04/09/facebook-acquires-instagram-and-a-postgres-cluster-for-1billion/	1516	by/2012--facebook-acquires-instagram-and-a-postgres-cluster-for-1bill.md	post
2012-03-16	3778	GSoC Acceptance, Hstore in Heroku, Inheritance & Sharding, Wikimedia Women’s History Month Editathon	https://www.chesnok.com/daily/2012/03/16/gsoc-acceptance-hstore-in-heroku-inheritance-sharding-wikimedia-womens-history-month/	1581	by/2012--gsoc-acceptance-hstore-in-heroku-inheritance-sharding-wikime.md	post
2012-03-14	3757	Inheritance and sharding with Postgres	https://www.chesnok.com/daily/2012/03/14/inheritance-and-sharding-with-postgres/	3492	by/2012--inheritance-and-sharding-with-postgres.md	post
2012-03-09	3751	Postgres Open 2012, SQL Server Guys discover Postgres, Tom Lane’s quote of the week & GSoC	https://www.chesnok.com/daily/2012/03/09/postgres-open-2012-sql-server-guys-discover-postgres-tom-lanes-quote-of-the-week-gsoc/	1017	by/2012--postgres-open-2012-sql-server-guys-discover-postgres-tom-lan.md	post
2012-02-27	3740	Security and maintenance release for PostgreSQL: versions 9.1.3, 9.0.7, 8.4.11 and 8.3.18	https://www.chesnok.com/daily/2012/02/27/security-and-maintenance-release-for-postgresql-versions-9-1-3-9-0-7-8-4-11-and-8-3-18/	833	by/2012--security-and-maintenance-release-for-postgresql-versions-9-1.md	post
2012-02-23	3727	Student Loan Sharks: Mohela is shady (but the CSR I talked to was really nice)	https://www.chesnok.com/daily/2012/02/23/mohela-is-shady/	3481	by/2012--mohela-is-shady.md	post
2012-02-16	3698	“This story seems too negative. Can you fix that?”	https://www.chesnok.com/daily/2012/02/16/this-story-seems-too-negative-can-you-fix-that/	4939	by/2012--this-story-seems-too-negative-can-you-fix-that.md	post
2012-02-13	3708	My first Flickr photo	https://www.chesnok.com/daily/2012/02/13/my-first-flickr-photo/	231	by/2012--my-first-flickr-photo.md	post
2012-02-11	3704	Logging into Google Talk with bitlbee	https://www.chesnok.com/daily/2012/02/11/logging-into-google-talk-with-bitlbee/	309	by/2012--logging-into-google-talk-with-bitlbee.md	post
2012-02-07	3686	Catching up with pgsql-hackers: CRCs, checkpoint performance, SKIP LOCKED ROWS, dry-run pg_archivecleanup	https://www.chesnok.com/daily/2012/02/07/catching-up-with-pgsql-hackers-crcs-checkpoint-performance-skip-locked-rows-dry-run-pg_archivecleanup/	2198	by/2012--catching-up-with-pgsql-hackers-crcs-checkpoint-performance-s.md	post
2012-01-27	3658	What you need to change culture	https://www.chesnok.com/daily/2012/01/27/what-you-need-to-change-culture/	5219	by/2012--what-you-need-to-change-culture.md	post
2012-01-23	3640	Getting real about post-mortems	https://www.chesnok.com/daily/2012/01/23/getting-real-about-post-mortems/	1536	by/2012--getting-real-about-post-mortems.md	post
2012-01-22	3637	I’m keynoting today at SCALE10x	https://www.chesnok.com/daily/2012/01/22/im-keynoting-today-at-scale10x/	502	by/2012--im-keynoting-today-at-scale10x.md	post
2012-01-20	3610	I am a feminist hacker: Reflections on the first AdaCamp	https://www.chesnok.com/daily/2012/01/20/i-am-a-feminist-hacker-reflections-on-the-first-adacamp/	4090	by/2012--i-am-a-feminist-hacker-reflections-on-the-first-adacamp.md	post
2012-01-11	3601	Thinking like BJ Fogg	https://www.chesnok.com/daily/2012/01/11/thinking-like-bj-fogg/	3005	by/2012--thinking-like-bj-fogg.md	post
2012-01-11	3586	Podcasts recommended to me in January 2012	https://www.chesnok.com/daily/2012/01/11/podcasts-recommended-to-me-in-january-2012/	2517	by/2012--podcasts-recommended-to-me-in-january-2012.md	post
2012-01-10	3580	Where to find me at #LCA2012	https://www.chesnok.com/daily/2012/01/10/where-to-find-me-at-lca2012/	1093	by/2012--where-to-find-me-at-lca2012.md	post
2012-01-09	3516	Packing list for LCA 2012	https://www.chesnok.com/daily/2012/01/09/packing-list-for-lca-2012/	11519	by/2012--packing-list-for-lca-2012.md	post
2011-12-13	3504	Support the Ada Initiative	https://www.chesnok.com/daily/2011/12/13/support-the-ada-initiative/	3073	by/2011--support-the-ada-initiative.md	post
2011-11-02	3468	Puppet Faces: defaults and ‘puppet node clean’	https://www.chesnok.com/daily/2011/11/02/puppet-faces-defaults-and-puppet-node-clean/	2945	by/2011--puppet-faces-defaults-and-puppet-node-clean.md	post
2011-10-28	3420	Going from Vagrant and Puppet into EC2: A short survey of 5 tools (and two I didn’t bother trying)	https://www.chesnok.com/daily/2011/10/28/going-from-vagrant-and-puppet-into-ec2-a-short-survey-of-5-tools-and-two-i-didnt-bother-trying/	6889	by/2011--going-from-vagrant-and-puppet-into-ec2-a-short-survey-of-5-t.md	post
2011-10-21	3400	Day 3 at PgConf.EU: the future, replication, performance and the closing keynote	https://www.chesnok.com/daily/2011/10/21/day-3-at-pgconf-eu-the-future-replication-performance-and-the-rising-tide-of-daas/	3387	by/2011--day-3-at-pgconf-eu-the-future-replication-performance-and-th.md	post
2011-10-20	3396	Day 2 at PgConf.EU: hallway track and the marketing of Postgres	https://www.chesnok.com/daily/2011/10/20/day-2-at-pgconf-eu/	1795	by/2011--day-2-at-pgconf-eu.md	post
2011-10-18	3386	Day 0: PgConf.EU	https://www.chesnok.com/daily/2011/10/18/day-0-pgconf-eu/	2072	by/2011--day-0-pgconf-eu.md	post
2011-10-17	3382	Headed to PgConf.EU	https://www.chesnok.com/daily/2011/10/17/headed-to-pgconf-eu/	918	by/2011--headed-to-pgconf-eu.md	post
2011-10-12	3334	Dennis Richie passed away.	https://www.chesnok.com/daily/2011/10/12/dennis-richie-passed-away/	352	by/2011--dennis-richie-passed-away.md	post
2011-09-26	3372	Update releases for 9.1.1, 9.0.5, 8.4.9, 8.3.16 and 8.2.22	https://www.chesnok.com/daily/2011/09/26/update-releases-for-9-1-1-9-0-5-8-4-9-8-3-16-and-8-2-22/	1707	by/2011--update-releases-for-9-1-1-9-0-5-8-4-9-8-3-16-and-8-2-22.md	post
2011-09-22	3358	My Postgres Performance Checklist	https://www.chesnok.com/daily/2011/09/22/my-postgres-performance-checklist/	1956	by/2011--my-postgres-performance-checklist.md	post
2011-09-21	3355	Seeking: Database Disaster Stories	https://www.chesnok.com/daily/2011/09/21/seeking-database-disaster-stories/	692	by/2011--seeking-database-disaster-stories.md	post
2011-09-20	3353	9.1 presentation at Windy City Perl Mongers	https://www.chesnok.com/daily/2011/09/20/9-1-presentation-at-windy-city-perl-mongers/	706	by/2011--9-1-presentation-at-windy-city-perl-mongers.md	post
2011-09-19	3338	Postgres Open: next year (!), resources, video	https://www.chesnok.com/daily/2011/09/19/postgres-open-next-year-resources-video/	3069	by/2011--postgres-open-next-year-resources-video.md	post
2011-09-02	3325	Looking toward Chicago: Postgres Open, local user groups, parties and on to October!	https://www.chesnok.com/daily/2011/09/02/looking-toward-chicago-postgres-open-local-user-groups-parties-and-on-to-october/	1956	by/2011--looking-toward-chicago-postgres-open-local-user-groups-parti.md	post
2011-08-17	3318	High availability and Postgres	https://www.chesnok.com/daily/2011/08/17/high-availability-and-postgres/	1201	by/2011--high-availability-and-postgres.md	post
