post_id	date	title	url	author_id	chars	fetched_file
44699	2018-07-04	What should I be reading?	https://crookedtimber.org/2018/07/04/what-should-i-be-reading/	2	1303	
44640	2018-06-27	Ocasio-Cortez beats Joe Crowley	https://crookedtimber.org/2018/06/27/ocasio-cortez-beats-joe-crowley/	2	9	
44638	2018-06-26	Breakdown values	https://crookedtimber.org/2018/06/26/breakdown-values/	2	4756	by/2018--ct-breakdown-values.md
44631	2018-06-22	The Example of Charles Krauthammer	https://crookedtimber.org/2018/06/22/the-example-of-charles-krauthammer/	2	1678	
44504	2018-05-23	Neo-Marxism	https://crookedtimber.org/2018/05/23/neo-marxism/	2	9797	by/2018--ct-neo-marxism.md
44488	2018-05-18	Witches!	https://crookedtimber.org/2018/05/18/witches/	2	6422	by/2018--ct-witches.md
44437	2018-05-09	Dark Web Centrism	https://crookedtimber.org/2018/05/09/dark-web-centrism/	2	1314	
44423	2018-05-03	Quinn Slobodian – Globalists	https://crookedtimber.org/2018/05/03/quinn-slobodian-globalists/	2	10916	by/2018--ct-quinn-slobodian-globalists.md
44415	2018-05-01	The public choice of public choice	https://crookedtimber.org/2018/05/01/the-public-choice-of-public-choice/	2	4191	by/2018--ct-the-public-choice-of-public-choice.md
44377	2018-04-26	Gelman’s Law	https://crookedtimber.org/2018/04/26/gelmans-law/	2	390	
44290	2018-04-05	Who has any use for conservative intellectuals?	https://crookedtimber.org/2018/04/05/who-has-any-use-for-conservative-intellectuals/	2	3543	by/2018--ct-who-has-any-use-for-conservative-intellectuals.md
44244	2018-03-30	Sam Harris and the ideology of reason	https://crookedtimber.org/2018/03/30/sam-harris-and-the-ideology-of-reason/	2	3625	by/2018--ct-sam-harris-and-the-ideology-of-reason.md
44191	2018-03-21	The travesty of liberalism	https://crookedtimber.org/2018/03/21/liberals-against-progressives/	2	7341	by/2018--ct-the-travesty-of-liberalism.md
44179	2018-03-20	Scalded Chait	https://crookedtimber.org/2018/03/20/scalded-chait/	2	4932	by/2018--ct-scalded-chait.md
44133	2018-03-16	We’re all going to need safe spaces	https://crookedtimber.org/2018/03/16/were-all-going-to-need-safe-spaces/	2	4791	by/2018--ct-were-all-going-to-need-safe-spaces.md
44033	2018-03-05	Post Democracy in Italy	https://crookedtimber.org/2018/03/05/post-democracy-in-italy/	2	3958	by/2018--ct-post-democracy-in-italy.md
43884	2018-02-16	The father of consumer sovereignty	https://crookedtimber.org/2018/02/16/the-father-of-consumer-sovereignty/	2	11260	by/2018--ct-the-father-of-consumer-sovereignty.md
43761	2018-01-24	Futures of the Past	https://crookedtimber.org/2018/01/24/futures-of-the-past/	2	6779	by/2018--ct-futures-of-the-past.md
43757	2018-01-23	Ursula Le Guin has died	https://crookedtimber.org/2018/01/23/ursula-le-guin-has-died/	2	513	
43657	2018-01-09	New Bloggers	https://crookedtimber.org/2018/01/09/new-bloggers/	2	2822	
43607	2017-12-27	Fire and flood	https://crookedtimber.org/2017/12/27/fire-and-flood/	2	878	
43464	2017-12-01	Against Max Sawicky!	https://crookedtimber.org/2017/12/01/against-max-sawicky/	2	11818	by/2017--ct-against-max-sawicky.md
43304	2017-11-13	Law and Political Economy blog	https://crookedtimber.org/2017/11/13/law-and-political-economy-blog/	2	2245	
43080	2017-09-28	Miéville on revolution	https://crookedtimber.org/2017/09/28/mieville-on-revolution/	2	1760	
43078	2017-09-26	Crowd-funding Robert Heinlein	https://crookedtimber.org/2017/09/26/crowd-funding-robert-heinlein/	2	799	
43075	2017-09-26	Anthem Sprinting	https://crookedtimber.org/2017/09/26/anthem-sprinting/	2	2483	
43058	2017-09-18	Chelsea Manning and Harvard	https://crookedtimber.org/2017/09/18/chelsea-manning-and-harvard/	2	5796	by/2017--ct-chelsea-manning-and-harvard.md
43049	2017-09-15	Harvard Kennedy School (discussion)	https://crookedtimber.org/2017/09/15/harvard-kennedy-school-discussion/	2	203	
43046	2017-09-15	Why I’m having nothing to do with Harvard’s Kennedy School for the foreseeable future	https://crookedtimber.org/2017/09/15/why-im-having-nothing-to-do-with-harvards-kennedy-school-for-the-foreseeable-future/	2	3328	
43031	2017-09-14	Richard Posner has finally become a pragmatist	https://crookedtimber.org/2017/09/14/richard-posner-has-finally-become-a-pragmatist/	2	5597	by/2017--ct-richard-posner-has-finally-become-a-pragmatist.md
42944	2017-08-31	The Origins of Glibertarianism	https://crookedtimber.org/2017/08/31/the-origins-of-glibertarianism/	2	6413	by/2017--ct-the-origins-of-glibertarianism.md
42778	2017-08-11	Five Books	https://crookedtimber.org/2017/08/11/five-books/	2	954	
42725	2017-07-26	“The Sovereign Myth” asks the wrong question	https://crookedtimber.org/2017/07/26/the-sovereign-myth-asks-the-wrong-question/	2	16642	by/2017--ct-the-sovereign-myth-asks-the-wrong-question.md
42714	2017-07-22	Trump’s America	https://crookedtimber.org/2017/07/22/trumps-america/	2	73	
42684	2017-07-21	Why Coase’s Penguin didn’t fly *	https://crookedtimber.org/2017/07/21/why-coases-penguin-didnt-fly/	2	23301	by/2017--ct-why-coases-penguin-didnt-fly.md
42668	2017-07-18	Lost Time	https://crookedtimber.org/2017/07/18/lost-time/	2	11402	by/2017--ct-lost-time.md
42531	2017-07-03	Gellner, Mair and Europe	https://crookedtimber.org/2017/07/03/gellner-mair-and-europe/	2	13451	by/2017--ct-gellner-mair-and-europe.md
42447	2017-06-12	Trump is just trolling me, isn’t he	https://crookedtimber.org/2017/06/12/trump-is-just-trolling-me-isnt-he/	2	672	
42422	2017-06-06	The Intercept Leaks	https://crookedtimber.org/2017/06/06/the-intercept-leaks/	2	4274	by/2017--ct-the-intercept-leaks.md
42401	2017-06-01	Golden Hill	https://crookedtimber.org/2017/06/01/golden-hill/	2	3403	
42388	2017-05-31	The strange death of Anglo-American liberalism	https://crookedtimber.org/2017/05/31/the-strange-death-of-anglo-american-liberalism/	2	5848	by/2017--ct-the-strange-death-of-anglo-american-liberalism.md
42355	2017-05-22	Prickly questions	https://crookedtimber.org/2017/05/22/prickly-questions/	2	7608	by/2017--ct-prickly-questions.md
42266	2017-05-12	With Notably Few Exceptions	https://crookedtimber.org/2017/05/12/with-notably-few-exceptions/	2	46	
42118	2017-05-10	Cory Doctorow seminar	https://crookedtimber.org/2017/05/10/cory-doctorow-seminar/	2	1396	by/2017--ct-cory-doctorow-seminar.md
42227	2017-05-08	Uber and conservative activists on campus	https://crookedtimber.org/2017/05/08/uber-and-conservative-activists-on-campus/	2	3120	
42161	2017-05-01	The Thousand Day Reich: The Double Movement	https://crookedtimber.org/2017/05/01/the-thousand-day-reich-the-double-movement/	2	19588	by/2017--ct-the-thousand-day-reich-the-double-movement.md
42136	2017-04-26	Yglesias on Obama	https://crookedtimber.org/2017/04/26/yglesias-on-obama/	2	5903	by/2017--ct-yglesias-on-obama.md
42122	2017-04-25	No Exit?	https://crookedtimber.org/2017/04/25/no-exit/	2	14902	by/2017--ct-no-exit.md
42097	2017-04-22	Fourteen years of Krauthammer days	https://crookedtimber.org/2017/04/22/fourteen-years-of-krauthammer-days/	2	621	
41826	2017-04-20	Ada Palmer seminar	https://crookedtimber.org/2017/04/20/ada-palmer-seminar-begins/	2	1925	
41886	2017-03-16	Hugo Suggestions 2017	https://crookedtimber.org/2017/03/16/hugo-suggestions-2017/	2	4620	by/2017--ct-hugo-suggestions-2017.md
41846	2017-03-08	De Sade, war, civil society	https://crookedtimber.org/2017/03/08/41846/	2	30598	by/2017--ct-de-sade-war-civil-society.md
41817	2017-03-03	Forthcoming seminars	https://crookedtimber.org/2017/03/03/forthcoming-seminars/	2	332	
41802	2017-02-26	Russell Hardin has died	https://crookedtimber.org/2017/02/26/russell-hardin-has-died/	2	2009	
41780	2017-02-22	Kenneth Arrow has died	https://crookedtimber.org/2017/02/22/kenneth-arrow-has-died/	2	898	
41537	2017-02-01	The Thousand Day Reich: Civil Society	https://crookedtimber.org/2017/02/01/the-thousand-day-reich-civil-society/	2	12333	by/2017--ct-the-thousand-day-reich-civil-society.md
41518	2017-01-28	Trumpcare, in its majesty	https://crookedtimber.org/2017/01/28/trumpcare-in-its-majesty/	2	3290	
41500	2017-01-23	A term whose time has come round again.	https://crookedtimber.org/2017/01/23/a-term-whose-time-has-come-round-again/	2	2129	
41437	2017-01-20	2009	https://crookedtimber.org/2017/01/20/2008/	2	242	
41409	2017-01-16	Empire Games	https://crookedtimber.org/2017/01/16/empire-games/	2	1449	
41376	2017-01-09	Algorithmic price fixing	https://crookedtimber.org/2017/01/09/algorithmic-price-fixing/	2	4251	by/2017--ct-algorithmic-price-fixing.md
41361	2017-01-05	Brexit and Labour’s Disaster	https://crookedtimber.org/2017/01/05/brexit-and-labours-disaster/	2	2083	
41309	2017-01-03	Columbia and grad student unionization	https://crookedtimber.org/2017/01/03/columbia-and-grad-student-unionization/	2	1994	
41305	2016-12-30	Frankenstein’s Children	https://crookedtimber.org/2016/12/30/frankensteins-children/	2	3795	by/2016--ct-frankensteins-children.md
41165	2016-12-03	Consumer sovereignty is a postulate, not a given	https://crookedtimber.org/2016/12/03/consumer-sovereignty-is-a-postulate-not-a-given/	2	5803	by/2016--ct-consumer-sovereignty-is-a-postulate-not-a-given.md
41124	2016-11-25	Globalized Green Lanternism	https://crookedtimber.org/2016/11/25/globalized-green-lanternism/	2	3030	
41083	2016-11-20	Kissing the ring	https://crookedtimber.org/2016/11/20/kissing-the-ring/	2	4540	by/2016--ct-kissing-the-ring.md
38869	2016-11-09	American democracy	https://crookedtimber.org/2016/11/09/american-democracy/	2	1459	
40816	2016-10-23	It adds a whole new meaning to ‘secret masters of fandom.’	https://crookedtimber.org/2016/10/23/it-adds-a-whole-new-meaning-to-secret-masters-of-fandom/	2	7959	by/2016--ct-it-adds-a-whole-new-meaning-to-secret-masters-of-fandom.md
40657	2016-10-05	Uber Menschen	https://crookedtimber.org/2016/10/05/uber-menschen/	2	6395	by/2016--ct-uber-menschen.md
40624	2016-09-29	Privatization as State Transformation	https://crookedtimber.org/2016/09/29/privatization-as-state-transformation/	2	66868	by/2016--ct-privatization-as-state-transformation.md
40604	2016-09-23	Glenn Reynolds should not be disciplined	https://crookedtimber.org/2016/09/23/glenn-reynolds-should-not-be-disciplined/	2	5303	by/2016--ct-glenn-reynolds-should-not-be-disciplined.md
40489	2016-08-27	The University of Chicago is made of safe spaces	https://crookedtimber.org/2016/08/27/the-university-of-chicago-is-nothing-more-and-nothing-less-than-a-complex-of-safe-spaces/	2	7134	by/2016--ct-the-university-of-chicago-is-made-of-safe-spaces.md
39026	2016-07-20	Life in the party	https://crookedtimber.org/2016/07/20/life-in-the-party/	2	2287	
39015	2016-07-17	A small story	https://crookedtimber.org/2016/07/17/a-small-story/	2	1066	
38910	2016-06-28	Boris Johnson	https://crookedtimber.org/2016/06/28/boris-johnson/	2	1244	
38544	2016-06-20	Review: Jacob Hacker and Paul Pierson – American Amnesia	https://crookedtimber.org/2016/06/20/review-jacob-hacker-and-paul-pierson-american-amnesia/	2	13376	by/2016--ct-review-jacob-hacker-and-paul-pierson-american-amnesia.md
38803	2016-06-19	The Age of Em Won’t Happen	https://crookedtimber.org/2016/06/19/the-age-of-em-wont-happen/	2	6763	by/2016--ct-the-age-of-em-wont-happen.md
38769	2016-06-17	The Sandworm Solution	https://crookedtimber.org/2016/06/17/the-sandworm-solution/	2	4631	by/2016--ct-the-sandworm-solution.md
38730	2016-06-13	Bad Articles about Grad Student Unionization	https://crookedtimber.org/2016/06/13/bad-articles-about-grad-student-unionization/	2	8684	by/2016--ct-bad-articles-about-grad-student-unionization.md
38603	2016-05-26	Vindictive billionaires	https://crookedtimber.org/2016/05/26/vindictive-billionaires/	2	8715	by/2016--ct-vindictive-billionaires.md
38597	2016-05-24	Polanyi and Clopenings	https://crookedtimber.org/2016/05/24/polanyi-and-clopenings/	2	4123	by/2016--ct-polanyi-and-clopenings.md
38515	2016-05-10	What’s so brilliant about Ada Palmer’s Too Like the Lightning	https://crookedtimber.org/2016/05/10/whats-so-brilliant-about-ada-palmers-too-like-the-lightning/	2	4300	by/2016--ct-whats-so-brilliant-about-ada-palmers-too-like-the-light.md
38495	2016-05-07	Aristotle: On Trolling	https://crookedtimber.org/2016/05/07/aristotle-on-trolling/	2	7195	by/2016--ct-aristotle-on-trolling.md
38405	2016-04-25	Brad DeLong is Seeing Red	https://crookedtimber.org/2016/04/25/brad-delong-is-seeing-red/	2	4785	by/2016--ct-brad-delong-is-seeing-red.md
38388	2016-04-22	Today is Krauthammer Day #13	https://crookedtimber.org/2016/04/22/today-is-krauthammer-day-13/	2	913	
38321	2016-04-13	Samuel Beckett on the Quantified Self	https://crookedtimber.org/2016/04/13/samuel-beckett-on-the-quantified-self/	2	310	
38239	2016-03-24	2016 Hugos	https://crookedtimber.org/2016/03/24/2016-hugos/	2	5237	by/2016--ct-2016-hugos.md
38064	2016-03-10	Bitcoin Frenzy	https://crookedtimber.org/2016/03/10/bitcoin-frenzy/	2	4695	by/2016--ct-bitcoin-frenzy.md
37550	2016-02-10	Jo Walton Seminar	https://crookedtimber.org/2016/02/10/jo-walton-seminar/	2	3725	by/2016--ct-jo-walton-seminar.md
37665	2016-02-07	Facebook’s algorithms are not your friend	https://crookedtimber.org/2016/02/07/facebooks-algorithms-are-not-your-friend/	2	3837	by/2016--ct-facebooks-algorithms-are-not-your-friend.md
37637	2016-02-02	Gods Behaving Badly	https://crookedtimber.org/2016/02/02/gods-behaving-badly/	2	18650	by/2016--ct-gods-behaving-badly.md
37580	2016-01-28	Millian Liberalism and the Irish Famine	https://crookedtimber.org/2016/01/28/millian-liberalism-and-the-irish-famine/	2	14636	by/2016--ct-millian-liberalism-and-the-irish-famine.md
37394	2016-01-11	Aaron Swartz died three years ago today	https://crookedtimber.org/2016/01/11/aaron-swartz-died-three-years-ago-today/	2	3206	
37389	2016-01-11	David Bowie	https://crookedtimber.org/2016/01/11/david-bowie/	2	483	
37123	2016-01-04	Thomas Piketty seminar	https://crookedtimber.org/2016/01/04/thomas-piketty-seminar/	2	2582	
37273	2015-12-23	A placeholder for Piketty	https://crookedtimber.org/2015/12/23/a-placeholder-for-piketty/	2	662	
37201	2015-12-16	Safe Harbor and the NSA	https://crookedtimber.org/2015/12/16/safe-harbor-and-the-nsa/	2	22326	by/2015--ct-safe-harbor-and-the-nsa.md
37228	2015-12-15	Piketty, in three parts	https://crookedtimber.org/2015/12/15/piketty-in-three-parts/	2	16571	by/2015--ct-piketty-in-three-parts.md
37181	2015-12-13	Benedict Anderson has died	https://crookedtimber.org/2015/12/13/benedict-anderson-has-died/	2	2010	
37067	2015-11-24	Doug North has died	https://crookedtimber.org/2015/11/24/doug-north-has-died/	2	1476	
36973	2015-11-11	Beware the commissars of political correctness!	https://crookedtimber.org/2015/11/11/beware-the-commissars-of-political-correctness/	2	4225	by/2015--ct-beware-the-commissars-of-political-correctness.md
36776	2015-10-02	Brian Friel has died	https://crookedtimber.org/2015/10/02/brian-friel-has-died/	2	861	
36765	2015-09-29	Alternative MacArthurs	https://crookedtimber.org/2015/09/29/alternative-macarthurs/	2	3058	by/2015--ct-alternative-macarthurs.md
36669	2015-09-10	George Scialabba is retiring from Harvard	https://crookedtimber.org/2015/09/10/george-scialabba-is-retiring-from-harvard/	2	1699	
