date	title	url	file	chars
2007-10-23	Help me out with my proposal	https://hapgood.us/2007/10/23/help-me-out-with-my-proposal/	by/2007--hapgood-help-me-out-with-my-proposal.md	2463
2007-10-27	Local Citizen Microreporting	https://hapgood.us/2007/10/27/microreporting/	by/2007--hapgood-microreporting.md	2833
2007-11-01	Threatened Much?	https://hapgood.us/2007/11/01/threatened-much/	by/2007--hapgood-threatened-much.md	1320
2007-11-08	Wiki:Authoring :: Perl:Programming	https://hapgood.us/2007/11/08/wikiauthoring-perlprogramming/	by/2007--hapgood-wikiauthoring-perlprogramming.md	2353
2007-11-17	NaNoWriMo	https://hapgood.us/2007/11/17/nanowrimo/	by/2007--hapgood-nanowrimo.md	519
2007-11-23	How a lack of piracy killed the Sony Reader	https://hapgood.us/2007/11/23/how-a-lack-of-piracy-killed-the-sony-reader/	by/2007--hapgood-how-a-lack-of-piracy-killed-the-sony-reader.md	2826
2007-11-29	Google rank	https://hapgood.us/2007/11/29/google-rank/	by/2007--hapgood-google-rank.md	4265
2007-12-03	Social Reboot	https://hapgood.us/2007/12/03/social-reboot/	by/2007--hapgood-social-reboot.md	3467
2007-12-11	Flexible, User-Constructed (non-metaphorical) Spaces	https://hapgood.us/2007/12/11/flexible-user-constructed-non-metaphorical-spaces/	by/2007--hapgood-flexible-user-constructed-non-metaphorical-spaces.md	1800
2007-12-13	SPACEWAR Is Still My Metaphor	https://hapgood.us/2007/12/13/spacewar-is-still-my-metaphor/	by/2007--hapgood-spacewar-is-still-my-metaphor.md	4245
2008-01-14	Promoted	https://hapgood.us/2008/01/14/promoted/	by/2008--hapgood-promoted.md	3286
2008-01-25	Defining the Online Communications Office	https://hapgood.us/2008/01/25/defining-the-online-communications-office/	by/2008--hapgood-defining-the-online-communications-office.md	8502
2008-04-11	Citizen Keene	https://hapgood.us/2008/04/11/citizen-keene/	by/2008--hapgood-citizen-keene.md	3123
2008-04-12	Salamander Crossing	https://hapgood.us/2008/04/12/salamander-crossing/	by/2008--hapgood-salamander-crossing.md	3915
2008-04-15	Forums vs. Blog Posts in Ning: A Plea for Unification.	https://hapgood.us/2008/04/15/forums-vs-blog-posts-in-ning-a-plea-for-unification/	by/2008--hapgood-forums-vs-blog-posts-in-ning-a-plea-for-unification.md	3354
2008-04-21	The Meaningless Homepage	https://hapgood.us/2008/04/21/the-meaningless-homepage/	by/2008--hapgood-the-meaningless-homepage.md	2940
2008-05-07	If a Columnist Calls a Tail a Leg…	https://hapgood.us/2008/05/07/if-the-wapo-calls-a-tail-a-leg/	by/2008--hapgood-if-the-wapo-calls-a-tail-a-leg.md	10312
2008-05-12	Ning Death Syndrome (a.k.a the Dead Shark Problem)	https://hapgood.us/2008/05/12/ning-death-syndrome-aka-the-dead-shark-problem/	by/2008--hapgood-ning-death-syndrome-aka-the-dead-shark-problem.md	1826
2008-05-14	UMW Faculty Academy — on Ustream!	https://hapgood.us/2008/05/14/umw-faculty-academy-on-ustream-2/	by/2008--hapgood-umw-faculty-academy-on-ustream-2.md	440
2008-05-22	Made the jump to Linux	https://hapgood.us/2008/05/22/made-the-jump-to-linux/	by/2008--hapgood-made-the-jump-to-linux.md	2497
2008-05-23	Why Halo 3 is more educational than “intellectual” games	https://hapgood.us/2008/05/23/why-halo-3-is-more-educational-than-intellectual-games/	by/2008--hapgood-why-halo-3-is-more-educational-than-intellectual-games.md	4451
2008-05-26	Edupunk	https://hapgood.us/2008/05/26/edupunk/	by/2008--hapgood-edupunk.md	2210
2008-05-30	Bowling Alone, the Local Internet, and XBox Live	https://hapgood.us/2008/05/30/bowling-alone-the-local-internet-and-xbox-live/	by/2008--hapgood-bowling-alone-the-local-internet-and-xbox-live.md	4344
2008-05-31	A short explanation from a terminal smasher (or, Blackboard as an access control company)	https://hapgood.us/2008/05/31/a-short-explanation-from-a-terminal-smasher/	by/2008--hapgood-a-short-explanation-from-a-terminal-smasher.md	6497
2008-06-04	Keene State’s AT Vision as a model of productive engagement	https://hapgood.us/2008/06/04/keene-states-at-vision-as-a-model-of-productive-engagement/	by/2008--hapgood-keene-states-at-vision-as-a-model-of-productive-engagement.md	7414
2008-06-08	Ideology and EdTech (or, the Skunk at the Party)	https://hapgood.us/2008/06/08/the-skunk-at-the-party/	by/2008--hapgood-the-skunk-at-the-party.md	3063
2008-06-09	Edupunk and REST	https://hapgood.us/2008/06/09/edupunk-and-rest/	by/2008--hapgood-edupunk-and-rest.md	918
2008-06-12	Recursive Publics	https://hapgood.us/2008/06/12/recursive-publics/	by/2008--hapgood-recursive-publics.md	1492
2008-06-13	Recursive Publics, Martin Luther, and Copyright	https://hapgood.us/2008/06/13/recursive-publics-martin-luther-and-copyright/	by/2008--hapgood-recursive-publics-martin-luther-and-copyright.md	6335
2008-06-19	Edu_protectionism	https://hapgood.us/2008/06/19/edu_protectionism/	by/2008--hapgood-edu-protectionism.md	2884
2008-06-24	Recording Industry Says AM-FM Broadcasting is ‘A Form of Piracy’	https://hapgood.us/2008/06/24/recording-industry-says-am-fm-broadcasting-is-a-form-of-piracy/	by/2008--hapgood-recording-industry-says-am-fm-broadcasting-is-a-form-of-pira.md	2891
2008-06-24	Blogging the Media vs. Blogging Your Class	https://hapgood.us/2008/06/24/blogging-the-media-vs-blogging-your-class/	by/2008--hapgood-blogging-the-media-vs-blogging-your-class.md	1739
2008-07-03	Offlining	https://hapgood.us/2008/07/03/offlining/	by/2008--hapgood-offlining.md	2046
2008-07-04	Offlining Experiment #1: Disengaging from the hivemind using Sony Reader	https://hapgood.us/2008/07/04/offlining-experiment-1-disengaging-from-the-hivemind-using-sony-reader/	by/2008--hapgood-offlining-experiment-1-disengaging-from-the-hivemind-using-s.md	2830
2008-07-05	Carr’s “Is Google Making Us Stupid”, Rosen’s “Myth of Multitasking”	https://hapgood.us/2008/07/05/carrs-google-rosens-multitasking/	by/2008--hapgood-carrs-google-rosens-multitasking.md	4909
2008-07-10	Blowhardization hits the Windy City	https://hapgood.us/2008/07/10/blowhardization-hits-the-windy-city/	by/2008--hapgood-blowhardization-hits-the-windy-city.md	3668
2008-07-11	Offlining site now online	https://hapgood.us/2008/07/11/offlining-site-now-online/	by/2008--hapgood-offlining-site-now-online.md	665
2008-07-17	Sakai, Blackboard, and the Bridge to Nowhere	https://hapgood.us/2008/07/17/sakai-blackboard-and-the-bridge-to-nowhere/	by/2008--hapgood-sakai-blackboard-and-the-bridge-to-nowhere.md	3242
2008-07-20	Why Fan Fiction proves Richard Stallman wrong	https://hapgood.us/2008/07/20/why-fan-fiction-proves-richard-stallman-wrong/	by/2008--hapgood-why-fan-fiction-proves-richard-stallman-wrong.md	3414
2008-07-21	Practical Art and Stallman, revisited	https://hapgood.us/2008/07/21/pratical-art-and-stallman-revisited/	by/2008--hapgood-pratical-art-and-stallman-revisited.md	5390
2008-07-24	My new job with the OpenCourseWare Consortium	https://hapgood.us/2008/07/24/my-new-job-with-the-opencourseware-consortium/	by/2008--hapgood-my-new-job-with-the-opencourseware-consortium.md	2581
2008-07-27	Practical Internet Politics: Understanding Block and Blame, Catch and Release	https://hapgood.us/2008/07/27/practical-internet-politics-understanding-block-and-blame-catch-and-release/	by/2008--hapgood-practical-internet-politics-understanding-block-and-blame-ca.md	7561
2008-08-04	In which I’m “kind of” quoted in the New York Times	https://hapgood.us/2008/08/04/in-which-im-kind-of-quoted-in-the-new-york-times/	by/2008--hapgood-in-which-im-kind-of-quoted-in-the-new-york-times.md	1313
2008-08-05	Diplopedia: an agile State Department?	https://hapgood.us/2008/08/05/diplopedia-an-agile-state-department/	by/2008--hapgood-diplopedia-an-agile-state-department.md	2868
2008-09-07	Business Installs	https://hapgood.us/2008/09/07/business-installs/	by/2008--hapgood-business-installs.md	1559
2008-09-08	Jaw-droppingly stupid ruling on the Potter Lexicon	https://hapgood.us/2008/09/08/jaw-droppingly-stupid-ruling-on-the-potter-lexicon/	by/2008--hapgood-jaw-droppingly-stupid-ruling-on-the-potter-lexicon.md	1604
2008-09-15	A couple thoughts on the AsiaOnline translation of OpenCourseWare	https://hapgood.us/2008/09/15/a-couple-thoughts-on-the-asiaonline-translation-of-opencourseware/	by/2008--hapgood-a-couple-thoughts-on-the-asiaonline-translation-of-opencours.md	2540
2008-10-15	Deadhead Sponsors Bill Creating Copyright Czar, Bush Signs	https://hapgood.us/2008/10/15/deadhead-sponsors-bill-creating-copyright-czar-bush-signs/	by/2008--hapgood-deadhead-sponsors-bill-creating-copyright-czar-bush-signs.md	2201
2008-10-15	My five year old: “The Internet is the Computer”	https://hapgood.us/2008/10/15/my-five-year-old-the-internet-is-the-computer/	by/2008--hapgood-my-five-year-old-the-internet-is-the-computer.md	425
2008-10-16	Under Construction	https://hapgood.us/2008/10/16/under-construction/	by/2008--hapgood-under-construction.md	403
2008-10-16	Insta-Polls	https://hapgood.us/2008/10/16/insta-polls/	by/2008--hapgood-insta-polls.md	1430
2008-10-26	A new blog name, and a recommitment	https://hapgood.us/2008/10/26/a-new-blog-name-and-a-recommitment/	by/2008--hapgood-a-new-blog-name-and-a-recommitment.md	4190
2008-10-27	Note to Chronicle: I can haz trendlines?	https://hapgood.us/2008/10/27/note-to-chronicle-i-can-haz-trendlines/	by/2008--hapgood-note-to-chronicle-i-can-haz-trendlines.md	2312
2008-10-27	OCW, Pandora Radio, and the Myth of Web 4.0	https://hapgood.us/2008/10/27/ocw-pandora-radio-and-the-myth-of-web-40/	by/2008--hapgood-ocw-pandora-radio-and-the-myth-of-web-40.md	5381
2008-11-04	Election Day	https://hapgood.us/2008/11/04/election-day/	by/2008--hapgood-election-day.md	1871
2008-11-07	Jim Groom, Killer Catfish.	https://hapgood.us/2008/11/07/jim-groom-killer-catfish/	by/2008--hapgood-jim-groom-killer-catfish.md	3348
2008-11-13	UVU and the OCWC	https://hapgood.us/2008/11/13/uvu-and-the-ocwc/	by/2008--hapgood-uvu-and-the-ocwc.md	4251
2008-11-17	Fact-checking	https://hapgood.us/2008/11/17/fact-checking/	by/2008--hapgood-fact-checking.md	950
2008-11-18	Real Punks Ship	https://hapgood.us/2008/11/18/real-punks-ship/	by/2008--hapgood-real-punks-ship.md	2333
2008-11-19	Fahrenheit 451	https://hapgood.us/2008/11/19/fahrenheit-451/	by/2008--hapgood-fahrenheit-451.md	3966
2008-12-01	Narrating Comics	https://hapgood.us/2008/12/01/narrating-comics/	by/2008--hapgood-narrating-comics.md	3080
2008-12-08	Is OCW a “shovel-ready infrastructure project”?	https://hapgood.us/2008/12/08/is-ocw-a-shovel-ready-infrastructure-project/	by/2008--hapgood-is-ocw-a-shovel-ready-infrastructure-project.md	4115
2008-12-11	No Lawyers for Secretary of Education. No-way, No-how.	https://hapgood.us/2008/12/11/no-lawyers-for-secretary-of-education-no-way-no-how/	by/2008--hapgood-no-lawyers-for-secretary-of-education-no-way-no-how.md	5684
2008-12-16	Arne Duncan’s Magic Lawyer Powers Will Save U.S. Education	https://hapgood.us/2008/12/16/arne-duncans-magic-lawyer-powers-will-save-us-education/	by/2008--hapgood-arne-duncans-magic-lawyer-powers-will-save-us-education.md	1621
2008-12-24	Pysch-Pop Notes: Turquoise and the Tales of Flossie Fillett	https://hapgood.us/2008/12/24/five-notes-on-turquoise-and-the-tales-of-flossie-fillett/	by/2008--hapgood-five-notes-on-turquoise-and-the-tales-of-flossie-fillett.md	5345
2009-01-02	52/12: My New Year’s Resolution and the Death of the Endless Lunch	https://hapgood.us/2009/01/02/5212-my-new-years-resolution-and-the-death-of-the-endless-lunch/	by/2009--hapgood-5212-my-new-years-resolution-and-the-death-of-the-endless-lu.md	1190
2009-01-06	Educational Policy, Economic Literacy, and Inside HigherEd	https://hapgood.us/2009/01/06/educational-policy-economic-literacy-and-inside-highered/	by/2009--hapgood-educational-policy-economic-literacy-and-inside-highered.md	5202
2009-01-09	Rise of the Cohort, Educational and Otherwise	https://hapgood.us/2009/01/09/rise-of-the-cohort-educational-and-otherwise/	by/2009--hapgood-rise-of-the-cohort-educational-and-otherwise.md	4216
2009-01-12	Another (better) attempt to talk about cohorts	https://hapgood.us/2009/01/12/another-better-attempt-to-talk-about-cohorts/	by/2009--hapgood-another-better-attempt-to-talk-about-cohorts.md	2565
2009-01-12	Andrew Keen: The Internet will revive fascism!	https://hapgood.us/2009/01/12/andrew-keen-the-internet-will-revive-fascism/	by/2009--hapgood-andrew-keen-the-internet-will-revive-fascism.md	2641
2009-01-13	OCW as a Shovel-Ready Infrastructure Project (Part III)	https://hapgood.us/2009/01/13/ocw-as-a-shovel-ready-infrastructure-project-part-iii/	by/2009--hapgood-ocw-as-a-shovel-ready-infrastructure-project-part-iii.md	4661
2009-01-16	Should the U.S. Government be Negotiating with YouTube?	https://hapgood.us/2009/01/16/should-the-us-government-be-negotiating-with-youtube/	by/2009--hapgood-should-the-us-government-be-negotiating-with-youtube.md	1673
2009-01-25	Openness as reuse, and openness as transparency	https://hapgood.us/2009/01/25/openness-as-reuse-and-openness-as-transparency/	by/2009--hapgood-openness-as-reuse-and-openness-as-transparency.md	4055
2009-01-27	More on Transparency vs. Reuse	https://hapgood.us/2009/01/27/more-on-transparency-vs-reuse/	by/2009--hapgood-more-on-transparency-vs-reuse.md	2965
2009-01-29	Not So Post-Partisan	https://hapgood.us/2009/01/29/not-so-post-partisan/	by/2009--hapgood-not-so-post-partisan.md	608
2009-02-04	Pay-For-Performance and the Anti-Commons	https://hapgood.us/2009/02/04/pay-for-performance-and-the-anti-commons/	by/2009--hapgood-pay-for-performance-and-the-anti-commons.md	3463
2009-02-09	“Do something difficult”	https://hapgood.us/2009/02/09/do-something-difficult/	by/2009--hapgood-do-something-difficult.md	1387
2009-02-20	Grade Inflation, and the Referee as Coach	https://hapgood.us/2009/02/20/grade-inflation-and-the-referee-as-coach/	by/2009--hapgood-grade-inflation-and-the-referee-as-coach.md	4274
2009-02-21	Gridlock and Partisanship	https://hapgood.us/2009/02/21/gridlock-and-partisanship/	by/2009--hapgood-gridlock-and-partisanship.md	2226
2009-02-24	Are Video Games and Social Networks the New MMR?	https://hapgood.us/2009/02/24/are-video-games-and-social-networks-are-the-new-mmr/	by/2009--hapgood-are-video-games-and-social-networks-are-the-new-mmr.md	4603
2009-03-11	Hacking Education	https://hapgood.us/2009/03/11/hacking-education/	by/2009--hapgood-hacking-education.md	5157
2009-03-21	Google Phone RIP	https://hapgood.us/2009/03/21/google-phone-rip/	by/2009--hapgood-google-phone-rip.md	1187
2009-04-21	Blogger Ethics Comedy From Mark Penn	https://hapgood.us/2009/04/21/blogger-ethics-comedy-from-mark-penn/	by/2009--hapgood-blogger-ethics-comedy-from-mark-penn.md	2320
2009-04-27	Why Network Thinking Matters	https://hapgood.us/2009/04/27/why-network-thinking-matters/	by/2009--hapgood-why-network-thinking-matters.md	1324
2009-05-05	Gen Y and Web 2.0	https://hapgood.us/2009/05/05/gen-y-and-web-20/	by/2009--hapgood-gen-y-and-web-20.md	4886
2009-05-05	Cello Schmello	https://hapgood.us/2009/05/05/cello-schmello/	by/2009--hapgood-cello-schmello.md	1198
2009-05-07	MPAA tells teachers to camcord screens instead of ripping clips	https://hapgood.us/2009/05/07/mpaa-tells-teachers-to-camcord-screens-instead-of-ripping-clips/	by/2009--hapgood-mpaa-tells-teachers-to-camcord-screens-instead-of-ripping-cl.md	915
2009-06-15	Someone needs a Quantitative Literacy course	https://hapgood.us/2009/06/15/someone-needs-a-quantitative-literacy-course/	by/2009--hapgood-someone-needs-a-quantitative-literacy-course.md	1615
2009-06-15	Earthquakes, Iranian Protests, Twitter, and the Media	https://hapgood.us/2009/06/15/earthquakes-iranian-protests-twitter-and-the-media/	by/2009--hapgood-earthquakes-iranian-protests-twitter-and-the-media.md	2404
2009-06-16	Two short points on Iran and Twitter	https://hapgood.us/2009/06/16/two-short-points-on-iran-and-twitter/	by/2009--hapgood-two-short-points-on-iran-and-twitter.md	2779
2009-06-22	Cult of the Amateur	https://hapgood.us/2009/06/22/cult-of-the-amateur/	by/2009--hapgood-cult-of-the-amateur.md	2956
2009-06-23	Cutters and Preps (w/ apologies to Breaking Away)	https://hapgood.us/2009/06/23/proud-to-be-a-cutter-w-apologies-to-breaking-away/	by/2009--hapgood-proud-to-be-a-cutter-w-apologies-to-breaking-away.md	1867
2009-06-24	Juan Cole: The protests in Iran wouldn’t be allowed here either.	https://hapgood.us/2009/06/24/juan-cole-the-protests-in-iran-wouldnt-be-allowed-here-either/	by/2009--hapgood-juan-cole-the-protests-in-iran-wouldnt-be-allowed-here-eithe.md	2085
2009-07-06	Self-expression and Participation	https://hapgood.us/2009/07/06/self-expression-and-participation/	by/2009--hapgood-self-expression-and-participation.md	3714
2009-07-07	Have you got a 27B-stroke-6?	https://hapgood.us/2009/07/07/have-you-got-a-27b-stroke-6/	by/2009--hapgood-have-you-got-a-27b-stroke-6.md	134
2009-07-08	Judge Bans Catcher in the Rye Sequel	https://hapgood.us/2009/07/08/judge-bans-catcher-in-the-rye-sequel/	by/2009--hapgood-judge-bans-catcher-in-the-rye-sequel.md	2165
2009-07-10	New Media Impact for Future Professors	https://hapgood.us/2009/07/10/new-media-impact-for-future-professors/	by/2009--hapgood-new-media-impact-for-future-professors.md	7660
2009-07-26	Persona Creep	https://hapgood.us/2009/07/26/persona-creep/	by/2009--hapgood-persona-creep.md	334
2009-07-27	EPIC (fail) 2014	https://hapgood.us/2009/07/27/epic-fail-2014/	by/2009--hapgood-epic-fail-2014.md	5303
2009-08-01	Eulogy for Art Caulfield	https://hapgood.us/2009/08/01/eulogy-for-art-caulfield/	by/2009--hapgood-eulogy-for-art-caulfield.md	14604
2009-08-05	Teens Don’t Work, Either	https://hapgood.us/2009/08/05/teens-dont-work-either/	by/2009--hapgood-teens-dont-work-either.md	2274
