year	month	date	title	url	wayback_index_snapshot	fetched	archived_byline	file
2008	06		Why Arrington is Wrong about Yahoo!-Google Deal	http://radar.oreilly.com/archives/2008/06/why-arrington-is-wrong-about-y.html	20080701052200	yes	tim	by/2008--radar-legacy-why-arrington-is-wrong-about-yahoo-google-deal.md
2008	06		Unexpected Pleasures in Gates/Ballmer interview at D Conference	http://radar.oreilly.com/archives/2008/06/favorite-moments-in-gates-ballmer-at-d.html	20080701052200	yes	tim	by/2008--radar-legacy-unexpected-pleasures-in-gates-ballmer-interview-at-d-conference.md
2008	06		Ubicomp and Web 2.0:  Connecting the Dots	http://radar.oreilly.com/archives/2008/06/ubicomp-and-web-20-connecting.html	20080604002518	yes	tim	by/2008--radar-legacy-ubicomp-and-web-2-0-connecting-the-dots.md
2008	06		"The Kindle:  ""Looks Like a Million to Me"""	http://radar.oreilly.com/archives/2008/06/the-kindle-looks-like-a-millio.html	20080701052200	yes	tim	by/2008--radar-legacy-the-kindle-looks-like-a-million-to-me.md
2008	06		America's Capacity for Change	http://radar.oreilly.com/archives/2008/06/americas-capability-for-change.html	20080701052200	yes	tim	by/2008--radar-legacy-america-s-capacity-for-change.md
2008	05		Why search competition isn't the point	http://radar.oreilly.com/archives/2008/05/why-search-competition-isnt-the-point.html	20080604002518	yes	tim	by/2008--radar-legacy-why-search-competition-isn-t-the-point.md
2008	05		What's Keeping Adobe Up at Night?  Probably Not Silverlight.	http://radar.oreilly.com/archives/2008/05/silverlight-not-keeping-adobe-up-at-night.html	20080604002518	yes	tim	by/2008--radar-legacy-what-s-keeping-adobe-up-at-night-probably-not-silverlight.md
2008	05		Twittering D Conference, and Kindle Sales Stats, finally	http://radar.oreilly.com/archives/2008/05/twittering-d-conference-and-kindle-sales-stats-finally.html	20080604002518	yes	tim	by/2008--radar-legacy-twittering-d-conference-and-kindle-sales-stats-finally.md
2008	05		The battle for the cloud	http://radar.oreilly.com/archives/2008/05/velocity-cloud-computing.html	20080604002518	yes	tim	by/2008--radar-legacy-the-battle-for-the-cloud.md
2008	05		O'Reilly AlphaTech Ventures Startup Camp	http://radar.oreilly.com/archives/2008/05/oreilly-alphatech-ventures-startup-camp.html	20080604002518	yes	tim	by/2008--radar-legacy-o-reilly-alphatech-ventures-startup-camp.md
2008	05		MicroHoo:  corporate penis envy?	http://radar.oreilly.com/archives/2008/05/microhoo-corporate-penis-envy.html	20080604002518	yes	tim	by/2008--radar-legacy-microhoo-corporate-penis-envy.md
2008	05		Fermi's Paradox and the End of Cheap Oil	http://radar.oreilly.com/archives/2008/05/fermi-paradox-and-end-of.html	20080604002518	yes	tim	by/2008--radar-legacy-fermi-s-paradox-and-the-end-of-cheap-oil.md
2008	04		Nice Take on Web 2.0 Expo from Information Week	http://radar.oreilly.com/archives/2008/04/web-20-expo-preview.html	20080604002518	yes	tim	by/2008--radar-legacy-nice-take-on-web-2-0-expo-from-information-week.md
2008	04		Nice Slashdot Review of Programming Collective Intelligence	http://radar.oreilly.com/archives/2008/04/slashdot-review-programming-collective-intelligence.html	20080604002518	yes	tim	by/2008--radar-legacy-nice-slashdot-review-of-programming-collective-intelligence.md
2008	04		Missed Twitter Questions from Jonathan Schwartz Interview at Web 2.0 Expo	http://radar.oreilly.com/archives/2008/04/missed-twitter-questions-jonathan-schwartz-web2expo.html	20080604002518	yes	tim	by/2008--radar-legacy-missed-twitter-questions-from-jonathan-schwartz-interview-at-web-2-0-e.md
2008	04		Bezos on innovation, customer-focus and long-term thinking	http://radar.oreilly.com/archives/2008/04/bezos-on-innovation-customerfo.html	20080604002518	yes	tim	by/2008--radar-legacy-bezos-on-innovation-customer-focus-and-long-term-thinking.md
2008	02		Social Graph API:  One small step for Google, one giant step for the Internet Operating System	http://radar.oreilly.com/archives/2008/02/google_social_graph_api.html	20080202052838	yes	tim	by/2008--radar-legacy-social-graph-api-one-small-step-for-google-one-giant-step-for-the-inte.md
2008	02		Microsoft's Bid for Yahoo!:  The Long View	http://radar.oreilly.com/archives/2008/02/microsoft_buy_yahoo.html	20080202052838	yes	tim	by/2008--radar-legacy-microsoft-s-bid-for-yahoo-the-long-view.md
2008	02		Augmented Reality:  A Practical Guide	http://radar.oreilly.com/archives/2008/02/augmented_reality_book.html	20080202052838	yes	tim	by/2008--radar-legacy-augmented-reality-a-practical-guide.md
2008	01		Why ETech is O'Reilly's Most Important Conference	http://radar.oreilly.com/archives/2008/01/etech_oreilly_flagship_conference.html	20080202052838	yes	tim	by/2008--radar-legacy-why-etech-is-o-reilly-s-most-important-conference.md
2008	01		What We Have vs. What We Want	http://radar.oreilly.com/archives/2008/01/what_we_have_vs_what_we_want.html	20080202052838	yes	tim	by/2008--radar-legacy-what-we-have-vs-what-we-want.md
2008	01		Tomorrow's Ads session at World Economic Forum?	http://radar.oreilly.com/archives/2008/01/tomorrows_ads_world_economic_forum.html	20080202052838	duplicate	tim	
2008	01		Sun To Acquire MySQL	http://radar.oreilly.com/archives/2008/01/sun_acquires_mysql.html	20080202052838	duplicate	tim	
2008	01		Stuffing Six Million Pages Down Google's Throat	http://radar.oreilly.com/archives/2008/01/limits_google_crawl_markmail.html	20080202052838	yes	tim	by/2008--radar-legacy-stuffing-six-million-pages-down-google-s-throat.md
2008	01		Money:Tech program notes	http://radar.oreilly.com/archives/2008/01/moneytech_program_web2_wallstreet.html	20080202052838	yes	tim	by/2008--radar-legacy-money-tech-program-notes.md
2008	01		Maker Movement Gaining Recognition	http://radar.oreilly.com/archives/2008/01/maker_movement_diy.html	20080202052838	yes	tim	by/2008--radar-legacy-maker-movement-gaining-recognition.md
2008	01		I'm at Davos, but not blogging it	http://radar.oreilly.com/archives/2008/01/davos_blogging.html	20080202052838	yes	tim	by/2008--radar-legacy-i-m-at-davos-but-not-blogging-it.md
2008	01		A Year in O'Reilly Books (2007)	http://radar.oreilly.com/archives/2008/01/a_year_in_oreilly_books.html	20080202052838	yes	tim	by/2008--radar-legacy-a-year-in-o-reilly-books-2007.md
2007	08		Yahoo!'s bet on Hadoop	http://radar.oreilly.com/archives/2007/08/yahoos_bet_on_h.html	20070807223042	yes	tim	by/2007--radar-legacy-yahoo-s-bet-on-hadoop.md
2007	08		Scratching itches in the cloud	http://radar.oreilly.com/archives/2007/08/scratching_itch.html	20070807223042	yes	tim	by/2007--radar-legacy-scratching-itches-in-the-cloud.md
2007	07		Why Congress Needs a Version Control System	http://radar.oreilly.com/archives/2007/07/why_congress_ne.html	20070807223042	yes	tim	by/2007--radar-legacy-why-congress-needs-a-version-control-system.md
2007	07		Ubuntu vs. Red Hat on Compete.com, Hitwise, and Google Trends	http://radar.oreilly.com/archives/2007/07/ubuntu_vs_red_h.html	20070807223042	yes	tim	by/2007--radar-legacy-ubuntu-vs-red-hat-on-compete-com-hitwise-and-google-trends.md
2007	07		UK Rolls Out Police Headcams	http://radar.oreilly.com/archives/2007/07/uk_rolls_out_po.html	20070807223042	yes	tim	by/2007--radar-legacy-uk-rolls-out-police-headcams.md
2007	07		Microsoft to Submit Shared Source Licenses to OSI	http://radar.oreilly.com/archives/2007/07/microsoft_to_su_1.html	20070807223042	yes	tim	by/2007--radar-legacy-microsoft-to-submit-shared-source-licenses-to-osi.md
2007	07		Google Gears and Version Control	http://radar.oreilly.com/archives/2007/07/google_gears_an.html	20070807223042	yes	tim	by/2007--radar-legacy-google-gears-and-version-control.md
2006	06	2006-06-15	Why the Future is in South Korea	http://radar.oreilly.com/archives/2006/06/why_the_future_is_in_south_kor.html	20060615195208	yes	tim	by/2006--radar-legacy-why-the-future-is-in-south-korea.md
2006	06	2006-06-13	When Things Think for Us	http://radar.oreilly.com/archives/2006/06/when_things_think_for_us_1.html	20060615195208	yes	tim	by/2006--radar-legacy-when-things-think-for-us.md
2006	06	2006-06-01	Tropical Arctic in Distant Past	http://radar.oreilly.com/archives/2006/06/tropical_arctic_in_distant_pas.html	20060615195208	yes	tim	by/2006--radar-legacy-tropical-arctic-in-distant-past.md
2006	06	2006-06-09	The Google AI Starts Work on Its Ears	http://radar.oreilly.com/archives/2006/06/big_brother_is_listening.html	20060615195208	yes	tim	by/2006--radar-legacy-the-google-ai-starts-work-on-its-ears.md
2006	06	2006-06-12	Startup Centers	http://radar.oreilly.com/archives/2006/06/startup_centers.html	20060615195208	yes	tim	by/2006--radar-legacy-startup-centers.md
2006	06	2006-06-05	Nature's Open Peer Review	http://radar.oreilly.com/archives/2006/06/natures_open_peer_review.html	20060615195208	yes	tim	by/2006--radar-legacy-nature-s-open-peer-review.md
2006	06	2006-06-09	NSA Datamining Social Networking Sites	http://radar.oreilly.com/archives/2006/06/nsa_datamining_social_networki.html	20060615195208	yes	tim	by/2006--radar-legacy-nsa-datamining-social-networking-sites.md
2006	06	2006-06-13	Gutenkarte:  Geo annotation of Gutenberg texts	http://radar.oreilly.com/archives/2006/06/gutenkarte_geo_annotation_of_g.html	20060615195208	yes	tim	by/2006--radar-legacy-gutenkarte-geo-annotation-of-gutenberg-texts.md
2006	06	2006-06-09	Google spreadsheet:   limited beta?	http://radar.oreilly.com/archives/2006/06/google_spreadsheet_limited_bet.html	20060615195208	yes	tim	by/2006--radar-legacy-google-spreadsheet-limited-beta.md
2006	06	2006-06-13	Google Earth, Sketchup, and Second Life	http://radar.oreilly.com/archives/2006/06/google_earth_and_sketchup.html	20060615195208	yes	tim	by/2006--radar-legacy-google-earth-sketchup-and-second-life.md
2006	06	2006-06-12	Exploiting Physiological Differences	http://radar.oreilly.com/archives/2006/06/exploiting_physiological_diffe.html	20060615195208	yes	tim	by/2006--radar-legacy-exploiting-physiological-differences.md
2006	05	2006-05-19	Wil Wheaton via Eventful Demand	http://radar.oreilly.com/archives/2006/05/wil_wheaton_via_eventful_deman.html	20060615195208	yes	tim	by/2006--radar-legacy-wil-wheaton-via-eventful-demand.md
2006	05	2006-05-30	Web 2.0 Service Mark Controversy (Tim responding this time)	http://radar.oreilly.com/archives/2006/05/web_20_service_mark_controvers.html	20060615195208	yes	tim	by/2006--radar-legacy-web-2-0-service-mark-controversy-tim-responding-this-time.md
2006	05	2006-05-02	WS-* vs the REST	http://radar.oreilly.com/archives/2006/05/ws_vs_the_rest.html	20060615195208	yes	tim	by/2006--radar-legacy-ws-vs-the-rest.md
2006	05	2006-05-14	Vinod Khosla on Biofuels	http://radar.oreilly.com/archives/2006/05/vinod_khosla_on_biofuels.html	20060615195208	yes	tim	by/2006--radar-legacy-vinod-khosla-on-biofuels.md
2006	05	2006-05-09	Two Views of AJAX	http://radar.oreilly.com/archives/2006/05/nice_discussion_of_ajax_framew.html	20060615195208	yes	tim	by/2006--radar-legacy-two-views-of-ajax.md
2006	05	2006-05-07	TrafficGauge rocks	http://radar.oreilly.com/archives/2006/05/trafficgauge_rocks.html	20060615195208	yes	tim	by/2006--radar-legacy-trafficgauge-rocks.md
2006	05	2006-05-07	Rehabilitation of the Cold-War Liberal	http://radar.oreilly.com/archives/2006/05/rehabilitation_of_the_coldwar.html	20060615195208	yes	tim	by/2006--radar-legacy-rehabilitation-of-the-cold-war-liberal.md
2006	05	2006-05-18	Publisher, be very, very afraid?	http://radar.oreilly.com/archives/2006/05/publisher_be_very_very_afraid.html	20060615195208	yes	tim	by/2006--radar-legacy-publisher-be-very-very-afraid.md
2006	05	2006-05-12	Où trouver De l'art de programmer en Perl ?	http://radar.oreilly.com/archives/2006/05/ou_trouver_de_lart_de_programm.html	20060615195208	yes	tim	by/2006--radar-legacy-ou-trouver-de-l-art-de-programmer-en-perl.md
2006	05	2006-05-01	MySQL and the Database Job Market	http://radar.oreilly.com/archives/2006/05/mysql_and_the_database_job_mar.html	20060615195208	yes	tim	by/2006--radar-legacy-mysql-and-the-database-job-market.md
2006	05	2006-05-14	My Commencement Speech at SIMS	http://radar.oreilly.com/archives/2006/05/my_commencement_speech_at_sims_1.html	20060615195208	duplicate	tim	
2006	05	2006-05-16	Mellon Foundation open source awards	http://radar.oreilly.com/archives/2006/05/mellon_foundation_open_source.html	20060615195208	yes	tim	by/2006--radar-legacy-mellon-foundation-open-source-awards.md
2006	05	2006-05-15	Long Tail evidence from Safari and Google Book Search	http://radar.oreilly.com/archives/2006/05/long_tail_evidence_from_safari_1.html	20060615195208	duplicate	tim	
2006	05	2006-05-14	London 2006, Meet 1984	http://radar.oreilly.com/archives/2006/05/london_2006_meet_1984.html	20060615195208	yes	tim	by/2006--radar-legacy-london-2006-meet-1984.md
2006	05	2006-05-06	Instrumenting the World #1 (Cell Tower Rainfall Detection)	http://radar.oreilly.com/archives/2006/05/instrumenting_the_world_1_cell.html	20060615195208	yes	tim	by/2006--radar-legacy-instrumenting-the-world-1.md
2006	05	2006-05-05	IMDb API??	http://radar.oreilly.com/archives/2006/05/imdb_api_1.html	20060615195208	yes	tim	by/2006--radar-legacy-imdb-api.md
2006	05	2006-05-03	How to prepare for a pandemic	http://radar.oreilly.com/archives/2006/05/how_to_prepare_for_a_pandemic.html	20060615195208	yes	tim	by/2006--radar-legacy-how-to-prepare-for-a-pandemic.md
2006	05	2006-05-03	How To Tell a Great Story	http://radar.oreilly.com/archives/2006/05/how_to_tell_a_great_story.html	20060615195208	yes	tim	by/2006--radar-legacy-how-to-tell-a-great-story.md
2006	05	2006-05-23	Greasemonkey script for international Amazon users	http://radar.oreilly.com/archives/2006/05/greasemonkey_script_for_intern.html	20060615195208	yes	tim	by/2006--radar-legacy-greasemonkey-script-for-international-amazon-users.md
2006	05	2006-05-25	Government Thinking about Web 2.0	http://radar.oreilly.com/archives/2006/05/government_thinking_about_web.html	20060615195208	yes	tim	by/2006--radar-legacy-government-thinking-about-web-2-0.md
2006	05	2006-05-21	Google Web Kit on Mac OS X	http://radar.oreilly.com/archives/2006/05/google_web_kit_on_mac_os_x.html	20060615195208	yes	tim	by/2006--radar-legacy-google-web-kit-on-mac-os-x.md
2006	05	2006-05-17	Gentlemen Prefer PDFs	http://radar.oreilly.com/archives/2006/05/gentlemen_prefer_pdfs.html	20060615195208	yes	tim	by/2006--radar-legacy-gentlemen-prefer-pdfs.md
2006	05	2006-05-24	Disney's Virtual Magic Kingdom	http://radar.oreilly.com/archives/2006/05/disneys_virtual_magic_kingdom.html	20060615195208	yes	tim	by/2006--radar-legacy-disney-s-virtual-magic-kingdom.md
2006	05	2006-05-05	Database War Stories #9 (finis):  Brian Aker of MySQL Responds	http://radar.oreilly.com/archives/2006/05/brian_aker_of_mysql_responds.html	20060615195208	yes	tim	by/2006--radar-legacy-database-war-stories-9-finis-brian-aker-of-mysql-responds.md
2006	05	2006-05-04	Database War Stories #8:  Findory and Amazon	http://radar.oreilly.com/archives/2006/05/database_war_stories_8_findory_1.html	20060615195208	yes	tim	by/2006--radar-legacy-database-war-stories-8-findory-and-amazon.md
2006	05	2006-05-03	Database War Stories #7:  Google File System and BigTable	http://radar.oreilly.com/archives/2006/05/database_war_stories_7_google.html	20060615195208	yes	tim	by/2006--radar-legacy-database-war-stories-7-google-file-system-and-bigtable.md
2006	05	2006-05-02	Database War Stories #6:  O'Reilly Research	http://radar.oreilly.com/archives/2006/05/database_war_stories_6_oreilly.html	20060615195208	yes	tim	by/2006--radar-legacy-database-war-stories-6-o-reilly-research.md
2006	05	2006-05-13	Chris Anderson's Long Tail talk last night	http://radar.oreilly.com/archives/2006/05/chris_andersons_long_tail_talk.html	20060615195208	yes	tim	by/2006--radar-legacy-chris-anderson-s-long-tail-talk-last-night.md
2006	05	2006-05-22	Building Scalable Websites	http://radar.oreilly.com/archives/2006/05/building_scalable_websites.html	20060615195208	yes	tim	by/2006--radar-legacy-building-scalable-websites.md
2006	05	2006-05-09	Behaviorial Economics	http://radar.oreilly.com/archives/2006/05/behaviorial_economics.html	20060615195208	yes	tim	by/2006--radar-legacy-behaviorial-economics.md
2006	05	2006-05-20	Autonomous Robot Does Heart Surgery	http://radar.oreilly.com/archives/2006/05/autonomous_robot_does_heart_su.html	20060615195208	yes	tim	by/2006--radar-legacy-autonomous-robot-does-heart-surgery.md
2006	05	2006-05-22	Aerith:  Java, not Ajax	http://radar.oreilly.com/archives/2006/05/aerith_java_not_ajax_1.html	20060615195208	yes	tim	by/2006--radar-legacy-aerith-java-not-ajax.md
2006	04	2006-04-15	Wikipedia and the Future of Free Culture	http://radar.oreilly.com/archives/2006/04/wikipedia_and_the_future_of_fr.html	20060615195208	yes	tim	by/2006--radar-legacy-wikipedia-and-the-future-of-free-culture.md
2006	04	2006-04-11	Why Ruby on Rails Won't Go Mainstream?	http://radar.oreilly.com/archives/2006/04/why_ruby_on_rails_wont_go_main.html	20060615195208	yes	tim	by/2006--radar-legacy-why-ruby-on-rails-won-t-go-mainstream.md
2006	04	2006-04-26	What Job Does a Book Do?	http://radar.oreilly.com/archives/2006/04/what_job_does_a_book_do.html	20060615195208	yes	tim	by/2006--radar-legacy-what-job-does-a-book-do.md
2006	04	2006-04-10	Web 2.0:  Not just for startups	http://radar.oreilly.com/archives/2006/04/second_order_consequences_of_w.html	20060615195208	yes	tim	by/2006--radar-legacy-web-2-0-not-just-for-startups.md
