year	date	openalex_id	type	title	source	doi	cited_by	is_oa	oa_status	pdf_url	landing_page_url	has_abstract	notes
2006	2006-03-01	W7166945360	other	Reading 2.0	Deep Blue (University of Michigan)		0	True	green	https://hdl.handle.net/2027.42/57301	https://hdl.handle.net/2027.42/57301	yes	
2005	2005-05-27	W2547820903	book-chapter	The Open Source Paradigm Shift	The MIT Press eBooks	https://doi.org/10.7551/mitpress/5326.003.0032	77	False	closed		https://doi.org/10.7551/mitpress/5326.003.0032	no	
2005	2005-02-10	W2276169643	book	Windows XP in a Nutshell, Second Edition			0	False	closed		http://dl.acm.org/citation.cfm?id=1096138	yes	
2005	2005-12-01	W3022658172	conference-abstract	Increasing Usability in Ocean Observing Systems	AGU Fall Meeting Abstracts		0	False	closed		http://ui.adsabs.harvard.edu/abs/2005AGUFMIN23C..08C/abstract	no	CONTAMINATION: different Tim O’Reilly (MBARI ocean science)
2003	2003-11-01	W1978006363	article	Adaptive membrane masks	Journal of Vacuum Science & Technology B Microelectronics and Nanometer Structures Processing Measurement and Phenomena	https://doi.org/10.1116/1.1625959	3	False	closed		https://doi.org/10.1116/1.1625959	yes	
2002	2002-10-28	W2657200965	book	Unix power tools, third edition	O'Reilly Media, Inc. eBooks		8	False	closed		http://dl.acm.org/citation.cfm?id=2167252	yes	
2002	2002-04-01	W2244521036	other	Windows XP in a Nutshell	CERN Document Server (European Organization for Nuclear Research)		1	False	closed		http://cds.cern.ch/record/1506134	yes	
2002	2002-01-01	W4235066516	conference-paper	Open Source		https://doi.org/10.1145/564090.564522	0	False	closed		https://doi.org/10.1145/564090.564522	yes	
2002	2002-04-16	W4210840146	conference-abstract	Open Source		https://doi.org/10.1145/543482.564522	0	False	closed		https://doi.org/10.1145/543482.564522	yes	
2001	2001-05-18	W2953126032	article	Information wants to be valuable	Nature	https://doi.org/10.1038/nature28048	2	False	closed		https://doi.org/10.1038/nature28048	no	
2000	2000-01-01	W73683589	article	The Internet Patent Land Grab.	Communications of the ACM		8	False	closed		https://dblp.uni-trier.de/db/journals/cacm/cacm43.html#OReilly00	no	
2000	2000-06-01	W1978422515	article	Viewpoint: The Internet patent land grab	Communications of the ACM	https://doi.org/10.1145/336460.336471	3	True	hybrid	https://dl.acm.org/doi/pdf/10.1145/336460.336471	https://doi.org/10.1145/336460.336471	yes	
2000	2000-04-01	W2166856839	conference-paper	Keynote speaker: Tim O'Reilly---Open Source		https://doi.org/10.1145/332186.545207	1	False	closed		https://doi.org/10.1145/332186.545207	yes	
2000	2000-01-01	W4253629575	conference-paper	Keynote speaker: Tim O'Reilly---Open Source		https://doi.org/10.1145/545148.545207	0	False	closed		https://doi.org/10.1145/545148.545207	yes	
1999	1999-04-01	W1966430927	article	Lessons from open-source software development	Communications of the ACM	https://doi.org/10.1145/299157.299164	236	True	bronze	https://dl.acm.org/doi/pdf/10.1145/299157.299164	https://doi.org/10.1145/299157.299164	yes	
1999	1999-02-01	W213100316	article	オープン・ソースの経済性と科学--コンピュータ産業を揺るがすオープン・ソース革命 (特集 マイクロソフト以外の選択肢)	日経バイト		0	False	closed		http://ci.nii.ac.jp/naid/40004568801	no	
1999	1999-03-01	W2745287960	book	Networking Essentials Flashcards: MCSE Core Exam 70-058	O'Reilly & Associates, Inc. eBooks		0	False	closed		http://dl.acm.org/citation.cfm?id=553538	yes	
1998	1998-01-01	W1991853412	article	Windows 95 in a Nutshell: A Desktop Quick Reference			0	False	closed		http://bvbr.bib-bvb.de:8991/F?func=service&amp;doc_library=BVB01&amp;local_base=BVB01&amp;doc_number=008217614&amp;sequence=000001&amp;line_number=0001&amp;func_code=DB_RECORDS&amp;service_type=MEDIA	yes	
1997	1997-02-01	W2070820209	article	Hardware, software, and infoware	Communications of the ACM	https://doi.org/10.1145/253671.253687	12	True	bronze	https://dl.acm.org/doi/pdf/10.1145/253671.253687	https://doi.org/10.1145/253671.253687	yes	
1997	1997-08-01	W2742518457	book	UNIX power tools (2nd ed.)	O'Reilly & Associates, Inc. eBooks		3	False	closed		https://dl.acm.org/citation.cfm?id=272972	no	
1997	1997-01-01	W1604679254	dissertation	An internship in guidance and counselling at Mount Pearl Senior High	Memorial University Research Repository (Memorial University)		0	True	green	http://research.library.mun.ca/734/1/OReilly_Tim.pdf	http://research.library.mun.ca/734/1/OReilly_Tim.pdf	yes	
1996	1996-06-01	W1993600835	article	Publishing models for Internet commerce	Communications of the ACM	https://doi.org/10.1145/228503.228522	38	False	closed		https://doi.org/10.1145/228503.228522	yes	
1996	1996-01-01	W200002400	book	Using & Managing UUCP	Medical Entomology and Zoology		2	False	closed		https://ci.nii.ac.jp/ncid/BB05738546	yes	
1994	1994-12-01	W2911696749	book	Exploring expect			64	False	closed		https://openlibrary.org/books/OL8667175M/Exploring_Expect	yes	
1993	1993-01-01	W1564198055	book	Unix Power Tools			13	False	closed		http://fipak.areeo.ac.ir/site/catalogue/18350153	yes	
1993	1993-05-01	W1591888743	other	X Window system user's guide: OSF/Motif 1.2 edition	Bulletin of Miscellaneous Information (Royal Gardens Kew)		8	False	closed		http://archive.org/details/xwindowsytemosf03querarch	no	
1993	1993-11-01	W75534414	book	Motif Reference Manual B: for OSF/Motif Release 1.2	Thomson Learning eBooks		6	False	closed		https://dl.acm.org/citation.cfm?id=562341	yes	
1993	1993-01-01	W3120706105	article	X toolkit intrinsics programming manual. For X11			2	False	closed		http://ui.adsabs.harvard.edu/abs/1993xtip.book.....N/abstract	no	
1993	1993-01-01	W1539552572	article	X window system user's guide : for X11 Release 5			1	False	closed			yes	
1993	1993-05-01	W199152256	book	X toolkit intrinsics programming manual (3rd ed.)	O'Reilly & Associates, Inc. eBooks		0	False	closed		http://dl.acm.org/citation.cfm?id=103665	no	
1993	1993-01-01	W395752603	book	Xウィンドウ・システム・ユーザ・ガイド : OSF/Motif 1.2 edition : 日本語版	ソフトバンク eBooks		0	False	closed		http://ci.nii.ac.jp/ncid/BN09636032	yes	
1992	1992-01-01	W577521963	book	The X Window System in a Nutshell : for version 11 release 4 and release 5 of the X Window System	O'Reilly eBooks		0	False	closed		https://ci.nii.ac.jp/ncid/BA29062499	yes	
1992	1992-01-01	W354384315	article	X toolkit intrinsics programming manual : for Version 11			0	False	closed		https://bvbr.bib-bvb.de:443/F?func=service&doc_library=BVB01&local_base=BVB01&doc_number=005401184&sequence=000001&line_number=0001&func_code=DB_RECORDS&service_type=MEDIA	yes	
1992	1992-01-01	W386772570	book	Xツールキット・イントリンシクス・プログラミング・マニュアル : X11, Release 4 : 日本語版	ソフトバンク eBooks		0	False	closed		http://ci.nii.ac.jp/ncid/BN07545038	yes	
1991	1991-05-01	W203805575	book	The X Window System in a nutshell			10	False	closed		https://openlibrary.org/books/OL1345292M/The_X_Window_System_in_a_nutshell	no	
1991	1991-10-19	W2314681955	article	No Free Lunch	Science News	https://doi.org/10.2307/3975699	0	False	closed		https://doi.org/10.2307/3975699	no	
1990	1990-09-01	W1483135121	other	X Toolkit Intrinsics Programming Manual	Bulletin of Miscellaneous Information (Royal Gardens Kew)		45	False	closed		http://archive.org/details/xtoolktintrmotif04nyemiss	yes	
1990	1990-05-01	W1571555555	book	X Window System User's Guide	Medical Entomology and Zoology		21	False	closed		http://ci.nii.ac.jp/ncid/BA24184659	no	
1990	1990-09-01	W22792782	book	X Toolkit intrinsics programming manual: second edition for X11, release 4	O'Reilly & Associates, Inc. eBooks		13	False	closed		http://dl.acm.org/citation.cfm?id=101369	no	
1990	1990-12-01	W21587801	book	X Toolkit intrinsics programming manual: OSF/Motif 1.1 edition for X11, release 4	Virtual Defense Library (Ministerio de Defensa)		6	False	closed		https://bibliotecavirtual.defensa.gob.es/BVMDefensa/es/consulta/registro.do?id=800468	no	
1990	1990-01-01	W1483586064	article	X toolkit intrinsics programming manual : for X11, release 4			3	False	closed			no	
1990	1990-01-03	W381177022	book	X Toolkit intrinsics programmming manual for version 11 of the X Window system	Medical Entomology and Zoology		2	False	closed		https://ci.nii.ac.jp/ncid/BA07999612	no	
1990	1990-01-01	W585938415	other	X toolkit intrinsics reference manual : for version 11 of the X window system	Bulletin of Miscellaneous Information (Royal Gardens Kew)		2	False	closed		http://archive.org/details/xtoolkitintrirefman05oreirich	no	
1990	1990-01-03	W2417913996	book	X Window system user's guide for X11 R3 and R4: 3rd ed.	O'Reilly & Associates, Inc. eBooks		1	False	closed		http://dl.acm.org/citation.cfm?id=78987	no	
1990	1990-01-01	W1554542406	book	X toolkit intrinsics reference manual : for X11, release 4	Medical Entomology and Zoology		1	False	closed		https://ci.nii.ac.jp/ncid/BA11604310	no	
1990	1990-01-01	W1611702611	other	X window system user's guide. For X11 R3 and R4 of the X window system	Bulletin of Miscellaneous Information (Royal Gardens Kew)		1	False	closed		http://archive.org/details/xwindowsystem03quermiss	no	
1990	1990-11-01	W137046546	book	Managing UUCP and UseNet, 8th Ed.	O'Reilly & Associates, Inc. eBooks		1	False	closed		https://dl.acm.org/citation.cfm?id=574999	no	
1990	1990-01-01	W3024113183	article	X toolkit intrinsics programming manual. For X11 R 4			0	False	closed		https://ui.adsabs.harvard.edu/abs/1990xtip.book.....N/abstract	no	
1990	1990-01-01	W1657130530	other	The X window system in a nutshell : for version 11 release 4 of the X window system			0	False	closed			no	
1990	1990-01-01	W3213751980	article	X Tookit Intrinsics Programming Manual Vol.4			0	False	closed		https://library.nims.go.jp/manifestations/36421	no	
1990	1990-01-03	W2525407267	book	X Toolkit intrinsics reference manual: for X version 11	O'Reilly & Associates, Inc. eBooks		0	False	closed		http://dl.acm.org/citation.cfm?id=100603	no	
