date	file	source_url	status
1998-11-25	joho-nov25-98.html	https://www.hyperorg.com/backissues/joho-nov25-98.html	out-of-window (pre-2005)
1998-12-09	joho-dec9-98-special.html	https://www.hyperorg.com/backissues/joho-dec9-98-special.html	out-of-window (pre-2005)
1998-12-15	joho-dec15-98.html	https://www.hyperorg.com/backissues/joho-dec15-98.html	out-of-window (pre-2005)
1999-01-05	joho-jan5-99.html	https://www.hyperorg.com/backissues/joho-jan5-99.html	out-of-window (pre-2005)
1999-01-23	joho-jan23-99-special.html	https://www.hyperorg.com/backissues/joho-jan23-99-special.html	out-of-window (pre-2005)
1999-02-05	joho-feb5-99.html	https://www.hyperorg.com/backissues/joho-feb5-99.html	out-of-window (pre-2005)
1999-02-22	joho-feb22-99.html	https://www.hyperorg.com/backissues/joho-feb22-99.html	out-of-window (pre-2005)
1999-03-15	joho-mar15-99.html	https://www.hyperorg.com/backissues/joho-mar15-99.html	out-of-window (pre-2005)
1999-03-26	joho-mar26-99-special.html	https://www.hyperorg.com/backissues/joho-mar26-99-special.html	out-of-window (pre-2005)
1999-04-10	joho-apr10-99.html	https://www.hyperorg.com/backissues/joho-apr10-99.html	out-of-window (pre-2005)
1999-04-30	joho-apr30-99.html	https://www.hyperorg.com/backissues/joho-apr30-99.html	out-of-window (pre-2005)
1999-05-20	joho-may20-99.html	https://www.hyperorg.com/backissues/joho-may20-99.html	out-of-window (pre-2005)
1999-06-15	joho-june15-99.html	https://www.hyperorg.com/backissues/joho-june15-99.html	out-of-window (pre-2005)
1999-07-08	joho-july8-99.html	https://www.hyperorg.com/backissues/joho-july8-99.html	out-of-window (pre-2005)
1999-08-05	joho-aug5-99.html	https://www.hyperorg.com/backissues/joho-aug5-99.html	out-of-window (pre-2005)
1999-08-25	joho-aug25-99.html	https://www.hyperorg.com/backissues/joho-aug25-99.html	out-of-window (pre-2005)
1999-10-25	joho-oct25-99.html	https://www.hyperorg.com/backissues/joho-oct25-99.html	out-of-window (pre-2005)
1999-11-15	joho-nov15-99.html	https://www.hyperorg.com/backissues/joho-nov15-99.html	out-of-window (pre-2005)
1999-12-01	joho-dec1-99.html	https://www.hyperorg.com/backissues/joho-dec1-99.html	out-of-window (pre-2005)
1999-12-25	joho-dec25-99.html	https://www.hyperorg.com/backissues/joho-dec25-99.html	out-of-window (pre-2005)
2000-01-25	joho-jan25-00.html	https://www.hyperorg.com/backissues/joho-jan25-00.html	out-of-window (pre-2005)
2000-01-25	joho-jan25-00.txt	https://www.hyperorg.com/backissues/joho-jan25-00.txt	out-of-window (pre-2005)
2000-02-15	joho-feb15-00.html	https://www.hyperorg.com/backissues/joho-feb15-00.html	out-of-window (pre-2005)
2000-03-20	Joho-mar20-00.txt	https://www.hyperorg.com/backissues/Joho-mar20-00.txt	out-of-window (pre-2005)
2000-03-20	joho-mar20-00.html	https://www.hyperorg.com/backissues/joho-mar20-00.html	out-of-window (pre-2005)
2000-04-14	joho-apr14-00.html	https://www.hyperorg.com/backissues/joho-apr14-00.html	out-of-window (pre-2005)
2000-04-27	joho-apr27-00.html	https://www.hyperorg.com/backissues/joho-apr27-00.html	out-of-window (pre-2005)
2000-04-28	joho-apr28-00.html	https://www.hyperorg.com/backissues/joho-apr28-00.html	out-of-window (pre-2005)
2000-05-06	joho-may6-00.html	https://www.hyperorg.com/backissues/joho-may6-00.html	out-of-window (pre-2005)
2000-05-18	joho-may18-00.html	https://www.hyperorg.com/backissues/joho-may18-00.html	out-of-window (pre-2005)
2000-05-30	joho-may30-00.html	https://www.hyperorg.com/backissues/joho-may30-00.html	out-of-window (pre-2005)
2000-06-02	joho-jun2-00.html	https://www.hyperorg.com/backissues/joho-jun2-00.html	out-of-window (pre-2005)
2000-06-19	joho-jun19-00.html	https://www.hyperorg.com/backissues/joho-jun19-00.html	out-of-window (pre-2005)
2000-06-27	joho-jun27-00.html	https://www.hyperorg.com/backissues/joho-jun27-00.html	out-of-window (pre-2005)
2000-07-11	joho-jul11-00.html	https://www.hyperorg.com/backissues/joho-jul11-00.html	out-of-window (pre-2005)
2000-07-31	joho-jul31-00.html	https://www.hyperorg.com/backissues/joho-jul31-00.html	out-of-window (pre-2005)
2000-08-15	joho-aug15-00.html	https://www.hyperorg.com/backissues/joho-aug15-00.html	out-of-window (pre-2005)
2000-09-02	joho-sep02-00.html	https://www.hyperorg.com/backissues/joho-sep02-00.html	out-of-window (pre-2005)
2000-09-26	joho-sep26-00.html	https://www.hyperorg.com/backissues/joho-sep26-00.html	out-of-window (pre-2005)
2000-10-20	joho-oct20-00.html	https://www.hyperorg.com/backissues/joho-oct20-00.html	out-of-window (pre-2005)
2000-11-03	joho-nov03-00.html	https://www.hyperorg.com/backissues/joho-nov03-00.html	out-of-window (pre-2005)
2000-11-11	joho-nov11-00.html	https://www.hyperorg.com/backissues/joho-nov11-00.html	out-of-window (pre-2005)
2000-11-20	joho-nov20-00.html	https://www.hyperorg.com/backissues/joho-nov20-00.html	out-of-window (pre-2005)
2000-12-05	joho-dec05-00.html	https://www.hyperorg.com/backissues/joho-dec05-00.html	out-of-window (pre-2005)
2000-12-18	joho-dec18-00.html	https://www.hyperorg.com/backissues/joho-dec18-00.html	out-of-window (pre-2005)
2001-01-19	joho-jan19-01.html	https://www.hyperorg.com/backissues/joho-jan19-01.html	out-of-window (pre-2005)
2001-02-09	joho-feb09-01.html	https://www.hyperorg.com/backissues/joho-feb09-01.html	out-of-window (pre-2005)
2001-02-26	joho-feb26-01.html	https://www.hyperorg.com/backissues/joho-feb26-01.html	out-of-window (pre-2005)
2001-03-21	joho-mar21-01.html	https://www.hyperorg.com/backissues/joho-mar21-01.html	out-of-window (pre-2005)
2001-04-20	joho-apr20-01.html	https://www.hyperorg.com/backissues/joho-apr20-01.html	out-of-window (pre-2005)
2001-05-14	joho-may14-01.html	https://www.hyperorg.com/backissues/joho-may14-01.html	out-of-window (pre-2005)
2001-06-17	joho-jun17-01.html	https://www.hyperorg.com/backissues/joho-jun17-01.html	out-of-window (pre-2005)
2001-07-25	joho-jul25-01.html	https://www.hyperorg.com/backissues/joho-jul25-01.html	out-of-window (pre-2005)
2001-08-15	joho-aug15-01.html	https://www.hyperorg.com/backissues/joho-aug15-01.html	out-of-window (pre-2005)
2001-09-27	joho-sep27-01.html	https://www.hyperorg.com/backissues/joho-sep27-01.html	out-of-window (pre-2005)
2001-09-29	joho-sep29-01.html	https://www.hyperorg.com/backissues/joho-sep29-01.html	out-of-window (pre-2005)
2001-10-11	joho-oct11-01.html	https://www.hyperorg.com/backissues/joho-oct11-01.html	out-of-window (pre-2005)
2001-11-12	joho-nov12-01.html	https://www.hyperorg.com/backissues/joho-nov12-01.html	out-of-window (pre-2005)
2001-12-14	joho-dec14-01.html	https://www.hyperorg.com/backissues/joho-dec14-01.html	out-of-window (pre-2005)
2001-12-31	joho-dec31-01.html	https://www.hyperorg.com/backissues/joho-dec31-01.html	out-of-window (pre-2005)
2002-01-14	joho-jan14-02.html	https://www.hyperorg.com/backissues/joho-jan14-02.html	out-of-window (pre-2005)
2002-02-11	joho-feb11-02.html	https://www.hyperorg.com/backissues/joho-feb11-02.html	out-of-window (pre-2005)
2002-03-15	joho-mar15-02.html	https://www.hyperorg.com/backissues/joho-mar15-02.html	out-of-window (pre-2005)
2002-03-28	joho-mar28-02.html	https://www.hyperorg.com/backissues/joho-mar28-02.html	out-of-window (pre-2005)
2002-05-11	joho-may11-02.html	https://www.hyperorg.com/backissues/joho-may11-02.html	out-of-window (pre-2005)
2002-06-26	joho-jun26-02.html	https://www.hyperorg.com/backissues/joho-jun26-02.html	out-of-window (pre-2005)
2002-07-24	joho-jul24-02-bak.html	https://www.hyperorg.com/backissues/joho-jul24-02-bak.html	out-of-window (pre-2005)
2002-07-24	joho-jul24-02.html	https://www.hyperorg.com/backissues/joho-jul24-02.html	out-of-window (pre-2005)
2002-09-12	joho-sep12-02.html	https://www.hyperorg.com/backissues/joho-sep12-02.html	out-of-window (pre-2005)
2002-10-21	joho-oct21-02.html	https://www.hyperorg.com/backissues/joho-oct21-02.html	out-of-window (pre-2005)
2002-10-25	joho-oct25-02.html	https://www.hyperorg.com/backissues/joho-oct25-02.html	out-of-window (pre-2005)
2002-12-20	joho-dec20-02.html	https://www.hyperorg.com/backissues/joho-dec20-02.html	out-of-window (pre-2005)
2003-02-14	joho-feb14-03.html	https://www.hyperorg.com/backissues/joho-feb14-03.html	out-of-window (pre-2005)
2003-02-25	joho-feb25-03.html	https://www.hyperorg.com/backissues/joho-feb25-03.html	out-of-window (pre-2005)
2003-03-17	joho-mar17-03.html	https://www.hyperorg.com/backissues/joho-mar17-03.html	out-of-window (pre-2005)
2003-05-17	joho-may17-03.html	https://www.hyperorg.com/backissues/joho-may17-03.html	out-of-window (pre-2005)
2003-07-17	joho-jul17-03.html	https://www.hyperorg.com/backissues/joho-jul17-03.html	out-of-window (pre-2005)
2003-10-15	joho-oct15-03.html	https://www.hyperorg.com/backissues/joho-oct15-03.html	out-of-window (pre-2005)
2004-01-28	joho-jan28-04.html	https://www.hyperorg.com/backissues/joho-jan28-04.html	out-of-window (pre-2005)
2004-03-26	joho-mar26-04.html	https://www.hyperorg.com/backissues/joho-mar26-04.html	out-of-window (pre-2005)
2004-04-15	joho-apr15-04.html	https://www.hyperorg.com/backissues/joho-apr15-04.html	out-of-window (pre-2005)
2004-05-06	joho-may06-04.html	https://www.hyperorg.com/backissues/joho-may06-04.html	out-of-window (pre-2005)
2004-05-06	joho-may6-04.html	https://www.hyperorg.com/backissues/joho-may6-04.html	out-of-window (pre-2005)
2004-06-15	joho-jun15-04.html	https://www.hyperorg.com/backissues/joho-jun15-04.html	out-of-window (pre-2005)
2004-07-25	joho-jul25-04.html	https://www.hyperorg.com/backissues/joho-jul25-04.html	out-of-window (pre-2005)
2004-09-03	joho-sep03-04.html	https://www.hyperorg.com/backissues/joho-sep03-04.html	out-of-window (pre-2005)
2004-10-15	joho-oct15-04.html	https://www.hyperorg.com/backissues/joho-oct15-04.html	out-of-window (pre-2005)
2005-01-28	joho-jan28-05.html	https://www.hyperorg.com/backissues/joho-jan28-05.html	fetched
2005-03-03	joho-mar03-05.html	https://www.hyperorg.com/backissues/joho-mar03-05.html	fetched
2005-05-02	joho-may02-05.html	https://www.hyperorg.com/backissues/joho-may02-05.html	fetched
2005-06-20	joho-jun20-05.html	https://www.hyperorg.com/backissues/joho-jun20-05.html	fetched
2005-09-20	joho-sep20-05.html	https://www.hyperorg.com/backissues/joho-sep20-05.html	fetched
2005-12-05	joho-dec05-05.html	https://www.hyperorg.com/backissues/joho-dec05-05.html	fetched
2005-12-29	joho-dec29-05.html	https://www.hyperorg.com/backissues/joho-dec29-05.html	fetched
2006-07-23	joho-jul23-06.html	https://www.hyperorg.com/backissues/joho-jul23-06.html	fetched
2006-07-23	joho-july23-06.html	https://www.hyperorg.com/backissues/joho-july23-06.html	not-fetched
2006-08-21	joho-aug21-06.html	https://www.hyperorg.com/backissues/joho-aug21-06.html	fetched
2007-03-04	joho-mar04-07.html	https://www.hyperorg.com/backissues/joho-mar04-07.html	not-fetched
2007-03-09	joho-mar09-07.html	https://www.hyperorg.com/backissues/joho-mar09-07.html	fetched
2007-05-04	joho-may04-07.html	https://www.hyperorg.com/backissues/joho-may04-07.html	fetched
2007-07-07	joho-jul07-07.html	https://www.hyperorg.com/backissues/joho-jul07-07.html	fetched
2007-08-30	joho-aug30-07.html	https://www.hyperorg.com/backissues/joho-aug30-07.html	not-fetched
2007-08-31	joho-aug31-07.html	https://www.hyperorg.com/backissues/joho-aug31-07.html	fetched
2007-11-19	joho-nov19-07.html	https://www.hyperorg.com/backissues/joho-nov19-07.html	fetched
2008-02-04	joho-feb04-08.html	https://www.hyperorg.com/backissues/joho-feb04-08.html	fetched
2008-05-30	joho-may30-08.html	https://www.hyperorg.com/backissues/joho-may30-08.html	fetched
2008-10-18	joho-oct18-08.html	https://www.hyperorg.com/backissues/joho-oct18-08.html	fetched
2008-11-21	joho-nov21-08.html	https://www.hyperorg.com/backissues/joho-nov21-08.html	fetched
2009-08-18	joho-aug18-09.html	https://www.hyperorg.com/backissues/joho-aug18-09.html	fetched
2012-02-20	joho-feb20-12.html	https://www.hyperorg.com/backissues/joho-feb20-12.html	fetched
2012-07-09	joho-july09-12.html	https://www.hyperorg.com/backissues/joho-july09-12.html	fetched
	Oct-18-97.html	https://www.hyperorg.com/backissues/Oct-18-97.html	not-fetched
	Oct10.html	https://www.hyperorg.com/backissues/Oct10.html	not-fetched
	backissuehome.html	https://www.hyperorg.com/backissues/backissuehome.html	not-fetched
	backissuehome98.html	https://www.hyperorg.com/backissues/backissuehome98.html	not-fetched
	joho-jul25.html	https://www.hyperorg.com/backissues/joho-jul25.html	not-fetched
	joho-sept10-99.html	https://www.hyperorg.com/backissues/joho-sept10-99.html	not-fetched
	joho-sept25-98.html	https://www.hyperorg.com/backissues/joho-sept25-98.html	not-fetched
	joho-sept30-99.html	https://www.hyperorg.com/backissues/joho-sept30-99.html	not-fetched
	joho-sept7-98.html	https://www.hyperorg.com/backissues/joho-sept7-98.html	not-fetched
	joho-special-oct30-98.html	https://www.hyperorg.com/backissues/joho-special-oct30-98.html	not-fetched
	joho-special-oct9-98.html	https://www.hyperorg.com/backissues/joho-special-oct9-98.html	not-fetched
